"","word","freq"
"""contingentvaluation"",","""contingentvaluation"",",2
"""cowpea"",","""cowpea"",",2
"""cropresidues"",","""cropresidues"",",2
"""cropwildrelatives"",","""cropwildrelatives"",",2
"""cultivation"",","""cultivation"",",2
"""dietarydiversity"",","""dietarydiversity"",",2
"""diversityindex"",","""diversityindex"",",2
"""draughtanimalpower(dap)"",","""draughtanimalpower(dap)"",",2
"""dynamics"",","""dynamics"",",2
"""economicanalysis"",","""economicanalysis"",",2
"""erosion"",","""erosion"",",2
"""ethnomedicine"",","""ethnomedicine"",",2
"""ethnomycology"",","""ethnomycology"",",2
"""expertfarmer"",","""expertfarmer"",",2
"""fodder"",","""fodder"",",2
"""foodproducts"",","""foodproducts"",",2
"""geneticresources"",","""geneticresources"",",2
"""genomics"",","""genomics"",",2
"""grazing"",","""grazing"",",2
"""growth"",","""growth"",",2
"""hillfarming"",","""hillfarming"",",2
"""homegarden"",","""homegarden"",",2
"""horticulture"",","""horticulture"",",2
"""householdfoodsecurity"",","""householdfoodsecurity"",",2
"""integratedfarming"",","""integratedfarming"",",2
"""integration"",","""integration"",",2
"""irrigation"",","""irrigation"",",2
"""juglansregia"",","""juglansregia"",",2
"""land-usechange"",","""land-usechange"",",2
"""landfragmentation"",","""landfragmentation"",",2
"""landrace"",","""landrace"",",2
"""livelihoods"",","""livelihoods"",",2
"""livestocksystem"",","""livestocksystem"",",2
"""manure"",","""manure"",",2
"""microsatellites"",","""microsatellites"",",2
"""mixedfarming"",","""mixedfarming"",",2
"""naturalenemies"",","""naturalenemies"",",2
"""nitrogen"",","""nitrogen"",",2
"""non-timberforestproducts"",","""non-timberforestproducts"",",2
"""nutrition"",","""nutrition"",",2
"""organicagriculture"",","""organicagriculture"",",2
"""overlandflow"",","""overlandflow"",",2
"""participatoryruralappraisal"",","""participatoryruralappraisal"",",2
"""phosphorus"",","""phosphorus"",",2
"""plantdiversity"",","""plantdiversity"",",2
"""populationstatus"",","""populationstatus"",",2
"""povertyalleviation"",","""povertyalleviation"",",2
"""profitability"",","""profitability"",",2
"""regenerationstatus"",","""regenerationstatus"",",2
"""residuemanagement"",","""residuemanagement"",",2
"""resourceuse"",","""resourceuse"",",2
"""risk"",","""risk"",",2
"""rubber"",","""rubber"",",2
"""seedmanagement"",","""seedmanagement"",",2
"""seedsystems"",","""seedsystems"",",2
"""shiftingagriculture"",","""shiftingagriculture"",",2
"""shiftingcultivation"",","""shiftingcultivation"",",2
"""smallholder"",","""smallholder"",",2
"""smallholderfarmers"",","""smallholderfarmers"",",2
"""southasia"",","""southasia"",",2
"""stability"",","""stability"",",2
"""subsistenceagriculture"",","""subsistenceagriculture"",",2
"""sustainableproduction"",","""sustainableproduction"",",2
"""tibetan"",","""tibetan"",",2
"""traditionalcultivars"",","""traditionalcultivars"",",2
"""traditionalvariety"",","""traditionalvariety"",",2
"""utilization"",","""utilization"",",2
"""westbengal"",","""westbengal"",",2
"""women"",","""women"",",2
"""yieldgaps"",","""yieldgaps"",",2
"""'goldenrice'"",","""'goldenrice'"",",1
"""15nisotopedilution"",","""15nisotopedilution"",",1
"""3m"",","""3m"",",1
"""\""add-value\""interventionstobiodiversity"",","""\""add-value\""interventionstobiodiversity"",",1
"""abioticstress"",","""abioticstress"",",1
"""accessions"",","""accessions"",",1
"""actornetworktheory"",","""actornetworktheory"",",1
"""adaptability"",","""adaptability"",",1
"""adaptivecapacity"",","""adaptivecapacity"",",1
"""adaptivetransitionmanagement"",","""adaptivetransitionmanagement"",",1
"""addednitrogeninteraction"",","""addednitrogeninteraction"",",1
"""administrativeregions"",","""administrativeregions"",",1
"""adolescentgirls"",","""adolescentgirls"",",1
"""adoption"",","""adoption"",",1
"""advisoryservices"",","""advisoryservices"",",1
"""aerialphotointerpretation"",","""aerialphotointerpretation"",",1
"""afghanistan"",","""afghanistan"",",1
"""agent-basedanalysis"",","""agent-basedanalysis"",",1
"""agevariation"",","""agevariation"",",1
"""agrarianchange"",","""agrarianchange"",",1
"""agrariancrisis"",","""agrariancrisis"",",1
"""agriculturaldevelopment"",","""agriculturaldevelopment"",",1
"""agriculturalextensionservices"",","""agriculturalextensionservices"",",1
"""agriculturalheritage"",","""agriculturalheritage"",",1
"""agriculturalinitiatives"",","""agriculturalinitiatives"",",1
"""agriculturalinstitutions"",","""agriculturalinstitutions"",",1
"""agriculturallandscapes"",","""agriculturallandscapes"",",1
"""agriculturalmarketing"",","""agriculturalmarketing"",",1
"""agriculturalmechanization"",","""agriculturalmechanization"",",1
"""agriculturalmultifunctionality"",","""agriculturalmultifunctionality"",",1
"""agriculturaloutlook"",","""agriculturaloutlook"",",1
"""agriculturalpattern"",","""agriculturalpattern"",",1
"""agriculturalproductivity"",","""agriculturalproductivity"",",1
"""agriculturalresearch"",","""agriculturalresearch"",",1
"""agriculturalsustainabilityindevelopingcountries"",","""agriculturalsustainabilityindevelopingcountries"",",1
"""agriculturalsystems"",","""agriculturalsystems"",",1
"""agriculturaltrade"",","""agriculturaltrade"",",1
"""agriculturaltransitions"",","""agriculturaltransitions"",",1
"""agriculturedevelopment"",","""agriculturedevelopment"",",1
"""agriculturehistory"",","""agriculturehistory"",",1
"""agricultureofchina"",","""agricultureofchina"",",1
"""agrifoodgovernance"",","""agrifoodgovernance"",",1
"""agrifoodsystemtransformation"",","""agrifoodsystemtransformation"",",1
"""agro-biodiversityassessment"",","""agro-biodiversityassessment"",",1
"""agro-ecosystemproductivity"",","""agro-ecosystemproductivity"",",1
"""agro-forests"",","""agro-forests"",",1
"""agro-morphologicalvariation"",","""agro-morphologicalvariation"",",1
"""agro-morpologicaldiversity"",","""agro-morpologicaldiversity"",",1
"""agro-practice"",","""agro-practice"",",1
"""agrobiodiversityconservation"",","""agrobiodiversityconservation"",",1
"""agrobiodiversityloss"",","""agrobiodiversityloss"",",1
"""agrobiodiversitymanagement"",","""agrobiodiversitymanagement"",",1
"""agrobotanicalcharacters"",","""agrobotanicalcharacters"",",1
"""agroecology"",","""agroecology"",",1
"""agroecosystemresilience"",","""agroecosystemresilience"",",1
"""agroforestry'simpact"",","""agroforestry'simpact"",",1
"""agroforestryadoption"",","""agroforestryadoption"",",1
"""agroforesty"",","""agroforesty"",",1
"""agronomicinnovations"",","""agronomicinnovations"",",1
"""agronomicpractices"",","""agronomicpractices"",",1
"""agronomictraits"",","""agronomictraits"",",1
"""agrotourism"",","""agrotourism"",",1
"""albrectdanielthaer"",","""albrectdanielthaer"",",1
"""alder-uplandrice"",","""alder-uplandrice"",",1
"""alkaloids"",","""alkaloids"",",1
"""alliumtuberosuml"",","""alliumtuberosuml"",",1
"""alnusnepalensis"",","""alnusnepalensis"",",1
"""altitude"",","""altitude"",",1
"""amorphophallus"",","""amorphophallus"",",1
"""androidapplets"",","""androidapplets"",",1
"""animalfeed"",","""animalfeed"",",1
"""animalhusbandry"",","""animalhusbandry"",",1
"""animalhusbandrypractices"",","""animalhusbandrypractices"",",1
"""annualyield"",","""annualyield"",",1
"""anp"",","""anp"",",1
"""antinutritionalfactors"",","""antinutritionalfactors"",",1
"""aonagatribe"",","""aonagatribe"",",1
"""apiscerana"",","""apiscerana"",",1
"""apislaboriosa"",","""apislaboriosa"",",1
"""apismellifera"",","""apismellifera"",",1
"""apodemusagrarius"",","""apodemusagrarius"",",1
"""apples"",","""apples"",",1
"""aquilariamalaccensis"",","""aquilariamalaccensis"",",1
"""arableland"",","""arableland"",",1
"""arachishypogea"",","""arachishypogea"",",1
"""arduino"",","""arduino"",",1
"""arecanut"",","""arecanut"",",1
"""aridagriculture"",","""aridagriculture"",",1
"""aroma"",","""aroma"",",1
"""aromaticrice"",","""aromaticrice"",",1
"""arsenicmitigationinterventions"",","""arsenicmitigationinterventions"",",1
"""arsenicphytotoxicity"",","""arsenicphytotoxicity"",",1
"""arunachalpradesh"",","""arunachalpradesh"",",1
"""arundinariaintermedia"",","""arundinariaintermedia"",",1
"""asia-pacificregion"",","""asia-pacificregion"",",1
"""asianelephant"",","""asianelephant"",",1
"""asianldcs"",","""asianldcs"",",1
"""asianmonsoon"",","""asianmonsoon"",",1
"""asparagusracemosus"",","""asparagusracemosus"",",1
"""assessment"",","""assessment"",",1
"""asteraceae"",","""asteraceae"",",1
"""ayurveda"",","""ayurveda"",",1
"""badh2"",","""badh2"",",1
"""bamboofloweringandrat-famine"",","""bamboofloweringandrat-famine"",",1
"""barnyardmilletcoregermplasm"",","""barnyardmilletcoregermplasm"",",1
"""beecliffs"",","""beecliffs"",",1
"""benefit-costanalysis"",","""benefit-costanalysis"",",1
"""bharcommunity"",","""bharcommunity"",",1
"""bhutan"",","""bhutan"",",1
"""bijieprefecture"",","""bijieprefecture"",",1
"""binsarwildlifesanctuary"",","""binsarwildlifesanctuary"",",1
"""bio-composting"",","""bio-composting"",",1
"""biodiversityconservation"",","""biodiversityconservation"",",1
"""biodiversitydeployment"",","""biodiversitydeployment"",",1
"""biodiversityhotspots"",","""biodiversityhotspots"",",1
"""bioeconomicmodelling"",","""bioeconomicmodelling"",",1
"""bioenergy"",","""bioenergy"",",1
"""biofuel"",","""biofuel"",",1
"""biogasagriculture"",","""biogasagriculture"",",1
"""biogasfertilizer"",","""biogasfertilizer"",",1
"""biologicalcharacteristics"",","""biologicalcharacteristics"",",1
"""biomass"",","""biomass"",",1
"""biopesticides"",","""biopesticides"",",1
"""biospherereserve"",","""biospherereserve"",",1
"""bioticstress"",","""bioticstress"",",1
"""bivariateprobit"",","""bivariateprobit"",",1
"""blackgram"",","""blackgram"",",1
"""blossomdate"",","""blossomdate"",",1
"""bottleneck"",","""bottleneck"",",1
"""broomgrass"",","""broomgrass"",",1
"""brugchu"",","""brugchu"",",1
"""buckwheat"",","""buckwheat"",",1
"""buffalo"",","""buffalo"",",1
"""bufferzone"",","""bufferzone"",",1
"""buildingresilience"",","""buildingresilience"",",1
"""bulkdensity"",","""bulkdensity"",",1
"""buxa"",","""buxa"",",1
"""c"",","""c"",",1
"""cajanuscajan"",","""cajanuscajan"",",1
"""calorificdeficiency"",","""calorificdeficiency"",",1
"""calthapalustris"",","""calthapalustris"",",1
"""camelliasinensis."",","""camelliasinensis."",",1
"""camelliasinensisvar.assamica"",","""camelliasinensisvar.assamica"",",1
"""canalratio"",","""canalratio"",",1
"""capacity-building"",","""capacity-building"",",1
"""capacitybuilding"",","""capacitybuilding"",",1
"""capital-labordualintensifying"",","""capital-labordualintensifying"",",1
"""capitalassets"",","""capitalassets"",",1
"""carbonsequestration"",","""carbonsequestration"",",1
"""carlsprengel"",","""carlsprengel"",",1
"""carminative"",","""carminative"",",1
"""carryingcapacity"",","""carryingcapacity"",",1
"""carthamus"",","""carthamus"",",1
"""cashcrops"",","""cashcrops"",",1
"""centralhimalaya"",","""centralhimalaya"",",1
"""centralindia"",","""centralindia"",",1
"""cereal"",","""cereal"",",1
"""cereals"",","""cereals"",",1
"""cgrfa"",","""cgrfa"",",1
"""changemanagement"",","""changemanagement"",",1
"""characterisation"",","""characterisation"",",1
"""chemigation"",","""chemigation"",",1
"""chillconservation"",","""chillconservation"",",1
"""chillinginjury"",","""chillinginjury"",",1
"""china."",","""china."",",1
"""chinaagriculturalmonitoringandearly-warningsystem(cames)"",","""chinaagriculturalmonitoringandearly-warningsystem(cames)"",",1
"""chinesechives"",","""chinesechives"",",1
"""chineseecologicalagriculture"",","""chineseecologicalagriculture"",",1
"""chinesefir"",","""chinesefir"",",1
"""chineselivestockproduction"",","""chineselivestockproduction"",",1
"""chromosomenumber"",","""chromosomenumber"",",1
"""cinnamomumtamala"",","""cinnamomumtamala"",",1
"""civilsocietyorganization"",","""civilsocietyorganization"",",1
"""classification"",","""classification"",",1
"""clientorientedbreeding(cob)"",","""clientorientedbreeding(cob)"",",1
"""climatechangeeffects"",","""climatechangeeffects"",",1
"""climatechangerainfedagricultureadaptationresilienceclimatesmartagriculture"",","""climatechangerainfedagricultureadaptationresilienceclimatesmartagriculture"",",1
"""climaticchange"",","""climaticchange"",",1
"""climaticfluctuations"",","""climaticfluctuations"",",1
"""climaticyield"",","""climaticyield"",",1
"""cluster"",","""cluster"",",1
"""co-ops"",","""co-ops"",",1
"""collection"",","""collection"",",1
"""collectiveaction"",","""collectiveaction"",",1
"""colocasiaesculenta"",","""colocasiaesculenta"",",1
"""commercialcultivation"",","""commercialcultivation"",",1
"""commercialisation"",","""commercialisation"",",1
"""commercialization"",","""commercialization"",",1
"""commonbean"",","""commonbean"",",1
"""community-baseddevelopment"",","""community-baseddevelopment"",",1
"""communitybasedseedproduction"",","""communitybasedseedproduction"",",1
"""communitybiodiversitymanagement"",","""communitybiodiversitymanagement"",",1
"""communitymanagement"",","""communitymanagement"",",1
"""communitypartnership"",","""communitypartnership"",",1
"""communitystructure"",","""communitystructure"",",1
"""comparativeanalysis"",","""comparativeanalysis"",",1
"""comparativeeconomicanalysis"",","""comparativeeconomicanalysis"",",1
"""compensation"",","""compensation"",",1
"""competitioninteractions"",","""competitioninteractions"",",1
"""competitivenessofagro-produce"",","""competitivenessofagro-produce"",",1
"""complexity"",","""complexity"",",1
"""composition"",","""composition"",",1
"""composttime"",","""composttime"",",1
"""compoundagriculture-fruitfarmingsystem"",","""compoundagriculture-fruitfarmingsystem"",",1
"""connotationcharacteristics"",","""connotationcharacteristics"",",1
"""conservationalagriculture"",","""conservationalagriculture"",",1
"""conservationandpromotion"",","""conservationandpromotion"",",1
"""conservationanduse"",","""conservationanduse"",",1
"""conservationpolicy-peopleconflicts"",","""conservationpolicy-peopleconflicts"",",1
"""conservationpractices"",","""conservationpractices"",",1
"""conservations"",","""conservations"",",1
"""conservationstrategy"",","""conservationstrategy"",",1
"""consolidation"",","""consolidation"",",1
"""constructedwetland"",","""constructedwetland"",",1
"""consumerbehavior"",","""consumerbehavior"",",1
"""consumerbehaviour"",","""consumerbehaviour"",",1
"""consumersegmentation"",","""consumersegmentation"",",1
"""consumervalue"",","""consumervalue"",",1
"""consumptionandcommerce"",","""consumptionandcommerce"",",1
"""consumptionexpenditure"",","""consumptionexpenditure"",",1
"""consumptionutility"",","""consumptionutility"",",1
"""contamination"",","""contamination"",",1
"""contemporaryagriculture"",","""contemporaryagriculture"",",1
"""contourhedgerowintercropping"",","""contourhedgerowintercropping"",",1
"""contractfarming"",","""contractfarming"",",1
"""controlledatmospherestorage"",","""controlledatmospherestorage"",",1
"""conventionalagriculture"",","""conventionalagriculture"",",1
"""cornmintoil"",","""cornmintoil"",",1
"""correlation"",","""correlation"",",1
"""cost"",","""cost"",",1
"""cost-effectiveness"",","""cost-effectiveness"",",1
"""coupledhumanandnaturalsystems"",","""coupledhumanandnaturalsystems"",",1
"""coverandmanagementfactor"",","""coverandmanagementfactor"",",1
"""cow"",","""cow"",",1
"""criticalsystemsoflearningcompetence"",","""criticalsystemsoflearningcompetence"",",1
"""cropdiversification"",","""cropdiversification"",",1
"""cropdiversityandproductivity"",","""cropdiversityandproductivity"",",1
"""cropgeneticdiversity"",","""cropgeneticdiversity"",",1
"""croplandecosystem"",","""croplandecosystem"",",1
"""croplandproductionsystem"",","""croplandproductionsystem"",",1
"""cropmanagement"",","""cropmanagement"",",1
"""croppingdiversity"",","""croppingdiversity"",",1
"""croppingsystemregion"",","""croppingsystemregion"",",1
"""croppingsystems"",","""croppingsystems"",",1
"""cropproduction"",","""cropproduction"",",1
"""cropproductivity"",","""cropproductivity"",",1
"""croprotationsystem"",","""croprotationsystem"",",1
"""cropwildrelativesconservation"",","""cropwildrelativesconservation"",",1
"""cruciferousvegetables"",","""cruciferousvegetables"",",1
"""cultivatedspecies"",","""cultivatedspecies"",",1
"""cultivationintensity"",","""cultivationintensity"",",1
"""culturalgroups"",","""culturalgroups"",",1
"""culturallandscapes"",","""culturallandscapes"",",1
"""culturaltourism"",","""culturaltourism"",",1
"""cumulativeeffect"",","""cumulativeeffect"",",1
"""cutting"",","""cutting"",",1
"""cyperusalternifolius"",","""cyperusalternifolius"",",1
"""dairyproduction"",","""dairyproduction"",",1
"""dalishuvillage"",","""dalishuvillage"",",1
"""decomposition"",","""decomposition"",",1
"""deficitirrigation"",","""deficitirrigation"",",1
"""determinants"",","""determinants"",",1
"""determinantsofagriculturalsystems"",","""determinantsofagriculturalsystems"",",1
"""determinantsoflanduse"",","""determinantsoflanduse"",",1
"""developingcountries"",","""developingcountries"",",1
"""development"",","""development"",",1
"""developmenteconomics"",","""developmenteconomics"",",1
"""dietarypatterns"",","""dietarypatterns"",",1
"""dietarysurveys"",","""dietarysurveys"",",1
"""dietarytransitions"",","""dietarytransitions"",",1
"""dietbreadth"",","""dietbreadth"",",1
"""dietchange"",","""dietchange"",",1
"""differentialoptimums"",","""differentialoptimums"",",1
"""digestivedisorders"",","""digestivedisorders"",",1
"""directseededrice"",","""directseededrice"",",1
"""disease"",","""disease"",",1
"""diseasemanagement"",","""diseasemanagement"",",1
"""diva-gis"",","""diva-gis"",",1
"""diversification"",","""diversification"",",1
"""drainagedensity"",","""drainagedensity"",",1
"""draughtanimals"",","""draughtanimals"",",1
"""drinking-water"",","""drinking-water"",",1
"""drylandagriculture"",","""drylandagriculture"",",1
"""drylands"",","""drylands"",",1
"""dssat"",","""dssat"",",1
"""dulong"",","""dulong"",",1
"""e.b.balfour"",","""e.b.balfour"",",1
"""easternhimalayas"",","""easternhimalayas"",",1
"""easternindia"",","""easternindia"",",1
"""easternnepal"",","""easternnepal"",",1
"""echinochloa"",","""echinochloa"",",1
"""echinochloaspp"",","""echinochloaspp"",",1
"""eco-agriculturaltourism"",","""eco-agriculturaltourism"",",1
"""eco-agriculturepark"",","""eco-agriculturepark"",",1
"""eco-geochemicalassessment,agroecosystem,cd,chengdueconomicregion"",","""eco-geochemicalassessment,agroecosystem,cd,chengdueconomicregion"",",1
"""ecologicalagriculture"",","""ecologicalagriculture"",",1
"""ecologicalbenefits"",","""ecologicalbenefits"",",1
"""ecologicaleconomics"",","""ecologicaleconomics"",",1
"""ecologicalflow"",","""ecologicalflow"",",1
"""ecologicalfootprint"",","""ecologicalfootprint"",",1
"""ecologicalindicators"",","""ecologicalindicators"",",1
"""ecologicalintensification"",","""ecologicalintensification"",",1
"""ecologicalmanagementpestinsects"",","""ecologicalmanagementpestinsects"",",1
"""ecology"",","""ecology"",",1
"""economicbenefits"",","""economicbenefits"",",1
"""economiccharacterization"",","""economiccharacterization"",",1
"""economiccost"",","""economiccost"",",1
"""economicdependence"",","""economicdependence"",",1
"""economicvalue"",","""economicvalue"",",1
"""economiesofscope"",","""economiesofscope"",",1
"""ecosystem"",","""ecosystem"",",1
"""ecotourism"",","""ecotourism"",",1
"""effectassessment"",","""effectassessment"",",1
"""efficiency"",","""efficiency"",",1
"""egg"",","""egg"",",1
"""emergingmarkets"",","""emergingmarkets"",",1
"""emergy"",","""emergy"",",1
"""emergysynthesis"",","""emergysynthesis"",",1
"""employment"",","""employment"",",1
"""energybudget"",","""energybudget"",",1
"""energyconservation"",","""energyconservation"",",1
"""energyflow"",","""energyflow"",",1
"""entomopathogenicmicroorganisms"",","""entomopathogenicmicroorganisms"",",1
"""entrepreneurship"",","""entrepreneurship"",",1
"""environmentalbenefits"",","""environmentalbenefits"",",1
"""environmentalconservation"",","""environmentalconservation"",",1
"""environmentaldamage"",","""environmentaldamage"",",1
"""environmentaldegradation"",","""environmentaldegradation"",",1
"""environmentaleffects"",","""environmentaleffects"",",1
"""environmentalhealthandsafety"",","""environmentalhealthandsafety"",",1
"""environmentalimpactquotient"",","""environmentalimpactquotient"",",1
"""environmentalindex"",","""environmentalindex"",",1
"""environmentalkuznetscurve"",","""environmentalkuznetscurve"",",1
"""essentialoilcomposition"",","""essentialoilcomposition"",",1
"""ethnicminorities"",","""ethnicminorities"",",1
"""ethnicminority"",","""ethnicminority"",",1
"""ethnomedicinalknowledge"",","""ethnomedicinalknowledge"",",1
"""euryaleferoxsalisb"",","""euryaleferoxsalisb"",",1
"""evergreenrevolution"",","""evergreenrevolution"",",1
"""excreta"",","""excreta"",",1
"""exergy"",","""exergy"",",1
"""export"",","""export"",",1
"""exsitu"",","""exsitu"",",1
"""exsituconservation"",","""exsituconservation"",",1
"""extensioneducation"",","""extensioneducation"",",1
"""extensiongap"",","""extensiongap"",",1
"""f.h.king"",","""f.h.king"",",1
"""facilitatingandinhibitingfactors"",","""facilitatingandinhibitingfactors"",",1
"""fagopyrumesculentum"",","""fagopyrumesculentum"",",1
"""fallowagroecosystems"",","""fallowagroecosystems"",",1
"""fallowforests"",","""fallowforests"",",1
"""farmcategory"",","""farmcategory"",",1
"""farmer'sdecisionmaking"",","""farmer'sdecisionmaking"",",1
"""farmer-bredcultivars"",","""farmer-bredcultivars"",",1
"""farmerfieldschools"",","""farmerfieldschools"",",1
"""farmerhousehold"",","""farmerhousehold"",",1
"""farmerorganizationpapertyperesearchpaper"",","""farmerorganizationpapertyperesearchpaper"",",1
"""farmers"",","""farmers"",",1
"""farmers'club"",","""farmers'club"",",1
"""farmers'satisfaction"",","""farmers'satisfaction"",",1
"""farmerselection"",","""farmerselection"",",1
"""farmersrights"",","""farmersrights"",",1
"""farmheterogeneity"",","""farmheterogeneity"",",1
"""farmincome"",","""farmincome"",",1
"""farming"",","""farming"",",1
"""farms"",","""farms"",",1
"""farmsize"",","""farmsize"",",1
"""farmtechnology"",","""farmtechnology"",",1
"""farmtechnologyintensification"",","""farmtechnologyintensification"",",1
"""farmtrees"",","""farmtrees"",",1
"""farmtypology"",","""farmtypology"",",1
"""farmyardmanure"",","""farmyardmanure"",",1
"""feed"",","""feed"",",1
"""feedstock"",","""feedstock"",",1
"""fengxiangcounty"",","""fengxiangcounty"",",1
"""fertilizationregimes"",","""fertilizationregimes"",",1
"""finger-millet"",","""finger-millet"",",1
"""fingermillet"",","""fingermillet"",",1
"""fingerprinting"",","""fingerprinting"",",1
"""flower"",","""flower"",",1
"""focusgroupdiscussion"",","""focusgroupdiscussion"",",1
"""fodderavailability"",","""fodderavailability"",",1
"""foddertrees"",","""foddertrees"",",1
"""folksoiltaxonomy"",","""folksoiltaxonomy"",",1
"""folktaxonomy"",","""folktaxonomy"",",1
"""food-water-energynexus"",","""food-water-energynexus"",",1
"""foodandlivelihoodsecurity"",","""foodandlivelihoodsecurity"",",1
"""foodandnutritionsecurity"",","""foodandnutritionsecurity"",",1
"""foodconsumption"",","""foodconsumption"",",1
"""foodgrain"",","""foodgrain"",",1
"""foodgrainproduction"",","""foodgrainproduction"",",1
"""foodindustry"",","""foodindustry"",",1
"""foodpolicy"",","""foodpolicy"",",1
"""foodretailing"",","""foodretailing"",",1
"""foodsafety"",","""foodsafety"",",1
"""foodsovereignty"",","""foodsovereignty"",",1
"""foodsubsidies"",","""foodsubsidies"",",1
"""foragers"",","""foragers"",",1
"""forestmanagement"",","""forestmanagement"",",1
"""foxnut"",","""foxnut"",",1
"""frame"",","""frame"",",1
"""frontlinedemonstrations"",","""frontlinedemonstrations"",",1
"""fruit"",","""fruit"",",1
"""fruits"",","""fruits"",",1
"""fruitsandvegetables"",","""fruitsandvegetables"",",1
"""fuel"",","""fuel"",",1
"""functionalzones"",","""functionalzones"",",1
"""functionandsustainablelivelihood"",","""functionandsustainablelivelihood"",",1
"""futureofsmallfarms"",","""futureofsmallfarms"",",1
"""gardenpea"",","""gardenpea"",",1
"""garhwalhimalaya"",","""garhwalhimalaya"",",1
"""genderappraisal"",","""genderappraisal"",",1
"""gendereddivisionsoflabour"",","""gendereddivisionsoflabour"",",1
