"","word","freq"
"""crops,agricultural"",","""crops,agricultural"",",22
"""economics"",","""economics"",",22
"""genetics"",","""genetics"",",22
"""soil"",","""soil"",",22
"""wheat"",","""wheat"",",22
"""yunnan"",","""yunnan"",",22
"""decisionmaking"",","""decisionmaking"",",21
"""environmentalprotection"",","""environmentalprotection"",",21
"""legume"",","""legume"",",21
"""procedures"",","""procedures"",",21
"""nonhuman"",","""nonhuman"",",20
"""agriculturalintensification"",","""agriculturalintensification"",",19
"""cultivar"",","""cultivar"",",19
"""intercropping"",","""intercropping"",",19
"""smallholder"",","""smallholder"",",19
"""soilfertility"",","""soilfertility"",",19
"""soils"",","""soils"",",19
"""biomass"",","""biomass"",",18
"""economicanalysis"",","""economicanalysis"",",18
"""pakistan"",","""pakistan"",",18
"""productivity"",","""productivity"",",18
"""ruralpopulation"",","""ruralpopulation"",",18
"""adult"",","""adult"",",17
"""agronomy"",","""agronomy"",",16
"""animals"",","""animals"",",16
"""fertilizerapplication"",","""fertilizerapplication"",",16
"""irrigation"",","""irrigation"",",16
"""mountainregion"",","""mountainregion"",",16
"""organiccarbon"",","""organiccarbon"",",16
"""soilconservation"",","""soilconservation"",",16
"""agriculturalpractice"",","""agriculturalpractice"",",15
"""agriculturalworker"",","""agriculturalworker"",",15
"""agroindustry"",","""agroindustry"",",15
"""carbonsequestration"",","""carbonsequestration"",",15
"""millet"",","""millet"",",15
"""plants(botany)"",","""plants(botany)"",",15
"""agriculturaleconomics"",","""agriculturaleconomics"",",14
"""agriculturalpolicy"",","""agriculturalpolicy"",",14
"""conservationofnaturalresources"",","""conservationofnaturalresources"",",14
"""economicdevelopment"",","""economicdevelopment"",",14
"""environmentalimpact"",","""environmentalimpact"",",14
"""genotype"",","""genotype"",",14
"""rubber"",","""rubber"",",14
"""speciesrichness"",","""speciesrichness"",",14
"""traditionalagriculture"",","""traditionalagriculture"",",14
"""cateringservice"",","""cateringservice"",",13
"""conservationmanagement"",","""conservationmanagement"",",13
"""geneticresource"",","""geneticresource"",",13
"""germplasm"",","""germplasm"",",13
"""nitrogen"",","""nitrogen"",",13
"""plantbreeding"",","""plantbreeding"",",13
"""priorityjournal"",","""priorityjournal"",",13
"""regressionanalysis"",","""regressionanalysis"",",13
"""ruralarea"",","""ruralarea"",",13
"""sustainableagriculture"",","""sustainableagriculture"",",13
"""adaptivemanagement"",","""adaptivemanagement"",",12
"""animal"",","""animal"",",12
"""comparativestudy"",","""comparativestudy"",",12
"""foodproduction"",","""foodproduction"",",12
"""glycinemax"",","""glycinemax"",",12
"""growth,developmentandaging"",","""growth,developmentandaging"",",12
"""populationstructure"",","""populationstructure"",",12
"""poverty"",","""poverty"",",12
"""profitability"",","""profitability"",",12
"""stakeholder"",","""stakeholder"",",12
"""cost-benefitanalysis"",","""cost-benefitanalysis"",",11
"""cropimprovement"",","""cropimprovement"",",11
"""developingworld"",","""developingworld"",",11
"""ethnobotany"",","""ethnobotany"",",11
"""fruit"",","""fruit"",",11
"""householdsurvey"",","""householdsurvey"",",11
"""livestock"",","""livestock"",",11
"""managementpractice"",","""managementpractice"",",11
"""middleaged"",","""middleaged"",",11
"""phosphorus"",","""phosphorus"",",11
"""physiology"",","""physiology"",",11
"""questionnairesurvey"",","""questionnairesurvey"",",11
"""seed"",","""seed"",",11
"""socioeconomicconditions"",","""socioeconomicconditions"",",11
"""watersupply"",","""watersupply"",",11
"""agriculturalresearch"",","""agriculturalresearch"",",10
"""caprahircus"",","""caprahircus"",",10
"""controlledstudy"",","""controlledstudy"",",10
"""drought"",","""drought"",",10
"""fabaceae"",","""fabaceae"",",10
"""fareast"",","""fareast"",",10
"""hexapoda"",","""hexapoda"",",10
"""income"",","""income"",",10
"""nutrients"",","""nutrients"",",10
"""soilcarbon"",","""soilcarbon"",",10
"""soilerosion"",","""soilerosion"",",10
"""soilorganicmatter"",","""soilorganicmatter"",",10
"""surveys"",","""surveys"",",10
"""tillage"",","""tillage"",",10
"""traditionalknowledge"",","""traditionalknowledge"",",10
"""vulnerability"",","""vulnerability"",",10
"""xishuangbanna"",","""xishuangbanna"",",10
"""agroecology"",","""agroecology"",",9
"""animalhusbandry"",","""animalhusbandry"",",9
"""cropresidue"",","""cropresidue"",",9
"""diet"",","""diet"",",9
"""environmentalmanagement"",","""environmentalmanagement"",",9
"""fertilizers"",","""fertilizers"",",9
"""herb"",","""herb"",",9
"""homegarden"",","""homegarden"",",9
"""intensiveagriculture"",","""intensiveagriculture"",",9
"""landforms"",","""landforms"",",9
"""landuseplanning"",","""landuseplanning"",",9
"""naturalresource"",","""naturalresource"",",9
"""nutritionalstatus"",","""nutritionalstatus"",",9
"""oryza"",","""oryza"",",9
"""participatoryapproach"",","""participatoryapproach"",",9
"""perception"",","""perception"",",9
"""populationgrowth"",","""populationgrowth"",",9
"""principalcomponentanalysis"",","""principalcomponentanalysis"",",9
"""resourceuse"",","""resourceuse"",",9
"""ruraldevelopment"",","""ruraldevelopment"",",9
"""shiftingcultivation"",","""shiftingcultivation"",",9
"""soilmoisture"",","""soilmoisture"",",9
"""soilquality"",","""soilquality"",",9
"""solanumtuberosum"",","""solanumtuberosum"",",9
"""adaptation"",","""adaptation"",",8
"""altitude"",","""altitude"",",8
"""bos"",","""bos"",",8
"""breeding"",","""breeding"",",8
"""carbon"",","""carbon"",",8
"""easternhemisphere"",","""easternhemisphere"",",8
"""economicandsocialeffects"",","""economicandsocialeffects"",",8
"""farms"",","""farms"",",8
"""governanceapproach"",","""governanceapproach"",",8
"""grain(agriculturalproduct)"",","""grain(agriculturalproduct)"",",8
"""juglans"",","""juglans"",",8
"""livestockfarming"",","""livestockfarming"",",8
"""manure"",","""manure"",",8
"""medicinalplant"",","""medicinalplant"",",8
"""numericalmodel"",","""numericalmodel"",",8
"""phenotype"",","""phenotype"",",8
"""publichealth"",","""publichealth"",",8
"""remotesensing"",","""remotesensing"",",8
"""spatialdistribution"",","""spatialdistribution"",",8
"""village"",","""village"",",8
"""world"",","""world"",",8
"""aged"",","""aged"",",7
"""agriculturalmachinery"",","""agriculturalmachinery"",",7
"""bhutan"",","""bhutan"",",7
"""composting"",","""composting"",",7
"""conservationgenetics"",","""conservationgenetics"",",7
"""conservationplanning"",","""conservationplanning"",",7
"""croprotation"",","""croprotation"",",7
"""dicotyledon"",","""dicotyledon"",",7
"""ecosystemservices"",","""ecosystemservices"",",7
"""foodindustry"",","""foodindustry"",",7
"""forestmanagement"",","""forestmanagement"",",7
"""fungi"",","""fungi"",",7
"""geneticanalysis"",","""geneticanalysis"",",7
"""geneticdiversity"",","""geneticdiversity"",",7
"""geneticvariability"",","""geneticvariability"",",7
"""household"",","""household"",",7
"""householdincome"",","""householdincome"",",7
"""indigenousknowledge"",","""indigenousknowledge"",",7
"""integratedapproach"",","""integratedapproach"",",7
"""livelihood"",","""livelihood"",",7
"""malusxdomestica"",","""malusxdomestica"",",7
"""myanmar"",","""myanmar"",",7
"""natureconservation"",","""natureconservation"",",7
"""nutrition"",","""nutrition"",",7
"""organicfarming"",","""organicfarming"",",7
"""phylogeny"",","""phylogeny"",",7
"""pisumsativum"",","""pisumsativum"",",7
"""plant"",","""plant"",",7
"""populationdynamics"",","""populationdynamics"",",7
"""quantitativeanalysis"",","""quantitativeanalysis"",",7
"""riskassessment"",","""riskassessment"",",7
"""socioeconomics"",","""socioeconomics"",",7
"""soybean"",","""soybean"",",7
"""strategicapproach"",","""strategicapproach"",",7
"""uttarakhand"",","""uttarakhand"",",7
"""agriculturalproductions"",","""agriculturalproductions"",",6
"""agriculturalsustainability"",","""agriculturalsustainability"",",6
"""agriculturaltechnology"",","""agriculturaltechnology"",",6
"""allele"",","""allele"",",6
"""arsenic"",","""arsenic"",",6
"""biologicalcontrol"",","""biologicalcontrol"",",6
"""cereal"",","""cereal"",",6
"""chemistry"",","""chemistry"",",6
"""chenopodiumquinoa"",","""chenopodiumquinoa"",",6
"""croppingsystems"",","""croppingsystems"",",6
"""decomposition"",","""decomposition"",",6
"""demandanalysis"",","""demandanalysis"",",6
"""developingcountries"",","""developingcountries"",",6
"""developingcountry"",","""developingcountry"",",6
"""ecosystemfunction"",","""ecosystemfunction"",",6
"""eleusinecoracana"",","""eleusinecoracana"",",6
"""empiricalanalysis"",","""empiricalanalysis"",",6
"""environmentalfactor"",","""environmentalfactor"",",6
"""ethnicgroup"",","""ethnicgroup"",",6
"""experimentalstudy"",","""experimentalstudy"",",6
"""farmersattitude"",","""farmersattitude"",",6
"""farmersknowledge"",","""farmersknowledge"",",6
"""fertilizer"",","""fertilizer"",",6
"""fruits"",","""fruits"",",6
"""geneticmarker"",","""geneticmarker"",",6
"""genomics"",","""genomics"",",6
"""gis"",","""gis"",",6
"""grass"",","""grass"",",6
"""harvesting"",","""harvesting"",",6
"""hordeum"",","""hordeum"",",6
"""horticulture"",","""horticulture"",",6
"""indigenouspeople"",","""indigenouspeople"",",6
"""landmanagement"",","""landmanagement"",",6
"""metabolism"",","""metabolism"",",6
"""monoculture"",","""monoculture"",",6
"""mountainenvironment"",","""mountainenvironment"",",6
"""nutritivevalue"",","""nutritivevalue"",",6
"""plantgrowth"",","""plantgrowth"",",6
"""plants,edible"",","""plants,edible"",",6
"""policymaking"",","""policymaking"",",6
"""publicpolicy"",","""publicpolicy"",",6
"""rain"",","""rain"",",6
"""ruraleconomy"",","""ruraleconomy"",",6
"""seasonalvariation"",","""seasonalvariation"",",6
"""socioeconomicimpact"",","""socioeconomicimpact"",",6
"""soilpollution"",","""soilpollution"",",6
"""soilproperty"",","""soilproperty"",",6
"""staterole"",","""staterole"",",6
"""subsistenceagriculture"",","""subsistenceagriculture"",",6
"""technologyadoption"",","""technologyadoption"",",6
"""tree"",","""tree"",",6
"""vegetable"",","""vegetable"",",6
"""vegetation"",","""vegetation"",",6
"""water"",","""water"",",6
"""wildpopulation"",","""wildpopulation"",",6
"""yieldresponse"",","""yieldresponse"",",6
"""zerotillage"",","""zerotillage"",",6
"""agrarianchange"",","""agrarianchange"",",5
"""agriculturalmarket"",","""agriculturalmarket"",",5
"""agriculturalwastes"",","""agriculturalwastes"",",5
"""assessmentmethod"",","""assessmentmethod"",",5
"""biotechnology"",","""biotechnology"",",5
"""bostaurus"",","""bostaurus"",",5
"""brassicanapus"",","""brassicanapus"",",5
"""brassicarapa"",","""brassicarapa"",",5
"""cicerarietinum"",","""cicerarietinum"",",5
"""classification"",","""classification"",",5
"""climateeffect"",","""climateeffect"",",5
"""clusteranalysis"",","""clusteranalysis"",",5
"""commerce"",","""commerce"",",5
"""concentration(composition)"",","""concentration(composition)"",",5
"""conceptualframework"",","""conceptualframework"",",5
"""conservationtillage"",","""conservationtillage"",",5
"""consumptionbehavior"",","""consumptionbehavior"",",5
"""deforestation"",","""deforestation"",",5
"""diversityindex"",","""diversityindex"",",5
"""domestication"",","""domestication"",",5
"""economicconditions"",","""economicconditions"",",5
"""edibleplant"",","""edibleplant"",",5
"""efficiency"",","""efficiency"",",5
"""energyuse"",","""energyuse"",",5
"""environmentalchange"",","""environmentalchange"",",5
"""environmentalplanning"",","""environmentalplanning"",",5
"""environmentalpolicy"",","""environmentalpolicy"",",5
"""environmentalstress"",","""environmentalstress"",",5
"""enzymeactivity"",","""enzymeactivity"",",5
"""erosion"",","""erosion"",",5
"""europe"",","""europe"",",5
"""foodavailability"",","""foodavailability"",",5
"""foodintake"",","""foodintake"",",5
"""foodquality"",","""foodquality"",",5
"""forecasting"",","""forecasting"",",5
"""forest"",","""forest"",",5
"""forests"",","""forests"",",5
"""genes"",","""genes"",",5
"""genome,plant"",","""genome,plant"",",5
"""geographicaldistribution"",","""geographicaldistribution"",",5
"""geography"",","""geography"",",5
"""greenhousegas"",","""greenhousegas"",",5
"""greenrevolution"",","""greenrevolution"",",5
"""growthrate"",","""growthrate"",",5
"""habitatfragmentation"",","""habitatfragmentation"",",5
"""health"",","""health"",",5
"""humanexperiment"",","""humanexperiment"",",5
"""introducedspecies"",","""introducedspecies"",",5
"""introgression"",","""introgression"",",5
"""investment"",","""investment"",",5
"""juglansregia"",","""juglansregia"",",5
"""landdegradation"",","""landdegradation"",",5
"""landrace"",","""landrace"",",5
"""landscape"",","""landscape"",",5
"""marketing"",","""marketing"",",5
"""mixedfarming"",","""mixedfarming"",",5
"""morphology"",","""morphology"",",5
"""naturalresources"",","""naturalresources"",",5
"""nutrient"",","""nutrient"",",5
"""nutritionalvalue"",","""nutritionalvalue"",",5
"""paddyfield"",","""paddyfield"",",5
"""pestcontrol"",","""pestcontrol"",",5
"""plantationforestry"",","""plantationforestry"",",5
"""plantdisease"",","""plantdisease"",",5
"""plantdiseases"",","""plantdiseases"",",5
"""plantgenome"",","""plantgenome"",",5
"""policyanalysis"",","""policyanalysis"",",5
"""populationgenetics"",","""populationgenetics"",",5
"""povertyalleviation"",","""povertyalleviation"",",5
"""regionalplanning"",","""regionalplanning"",",5
"""researchwork"",","""researchwork"",",5
"""rubberplantations"",","""rubberplantations"",",5
"""ruralareas"",","""ruralareas"",",5
"""season"",","""season"",",5
"""shrub"",","""shrub"",",5
"""sichuan"",","""sichuan"",",5
"""sikkim"",","""sikkim"",",5
"""socioeconomicfactors"",","""socioeconomicfactors"",",5
"""socioeconomicstatus"",","""socioeconomicstatus"",",5
"""soilchemistry"",","""soilchemistry"",",5
"""soilnitrogen"",","""soilnitrogen"",",5
"""soilsurveys"",","""soilsurveys"",",5
"""susscrofa"",","""susscrofa"",",5
"""tobacco"",","""tobacco"",",5
"""tropics"",","""tropics"",",5
"""uplandregion"",","""uplandregion"",",5
"""vegetables"",","""vegetables"",",5
"""vegetationcover"",","""vegetationcover"",",5
"""winter"",","""winter"",",5
"""womensstatus"",","""womensstatus"",",5
"""abovegroundbiomass"",","""abovegroundbiomass"",",4
"""afghanistan"",","""afghanistan"",",4
"""agriculturalproducts"",","""agriculturalproducts"",",4
"""agriculturalsoil"",","""agriculturalsoil"",",4
"""agrobiodiversity"",","""agrobiodiversity"",",4
"""agroecosystem"",","""agroecosystem"",",4
"""analyticalhierarchyprocess"",","""analyticalhierarchyprocess"",",4
"""anthropogeniceffect"",","""anthropogeniceffect"",",4
"""apismellifera"",","""apismellifera"",",4
"""apoidea"",","""apoidea"",",4
"""aquaculture"",","""aquaculture"",",4
"""arableland"",","""arableland"",",4
"""assam"",","""assam"",",4
"""asteraceae"",","""asteraceae"",",4
"""aves"",","""aves"",",4
"""bacteria"",","""bacteria"",",4
"""bacteria(microorganisms)"",","""bacteria(microorganisms)"",",4
"""barley"",","""barley"",",4
"""basidiomycota"",","""basidiomycota"",",4
"""bigdata"",","""bigdata"",",4
"""bioaccumulation"",","""bioaccumulation"",",4
"""biochar"",","""biochar"",",4
"""carbondioxide"",","""carbondioxide"",",4
"""climate"",","""climate"",",4
"""communitycomposition"",","""communitycomposition"",",4
"""conservationstatus"",","""conservationstatus"",",4
"""costbenefitanalysis"",","""costbenefitanalysis"",",4
"""costeffectiveness"",","""costeffectiveness"",",4
"""costs"",","""costs"",",4
"""cotton"",","""cotton"",",4
"""cropdiversity"",","""cropdiversity"",",4
"""croppingsystem"",","""croppingsystem"",",4
"""culturalheritage"",","""culturalheritage"",",4
"""demography"",","""demography"",",4
"""dietaryintake"",","""dietaryintake"",",4
"""ecosystemresilience"",","""ecosystemresilience"",",4
"""education"",","""education"",",4
"""elettariacardamomum"",","""elettariacardamomum"",",4
"""energyutilization"",","""energyutilization"",",4
"""estimationmethod"",","""estimationmethod"",",4
"""fagopyrumesculentum"",","""fagopyrumesculentum"",",4
"""familycharacteristics"",","""familycharacteristics"",",4
"""familysize"",","""familysize"",",4
"""farmsize"",","""farmsize"",",4
"""feces"",","""feces"",",4
"""fieldmethod"",","""fieldmethod"",",4
"""fodder"",","""fodder"",",4
"""food"",","""food"",",4
"""foodpolicy"",","""foodpolicy"",",4
"""foodsafety"",","""foodsafety"",",4
"""forestresource"",","""forestresource"",",4
"""fungus"",","""fungus"",",4
"""gardening"",","""gardening"",",4
"""gender"",","""gender"",",4
"""gossypium"",","""gossypium"",",4
"""gossypiumhirsutum"",","""gossypiumhirsutum"",",4
"""government"",","""government"",",4
"""growth"",","""growth"",",4
"""heterozygosity"",","""heterozygosity"",",4
"""hill"",","""hill"",",4
"""history"",","""history"",",4
"""humanactivity"",","""humanactivity"",",4
"""indigenouspopulation"",","""indigenouspopulation"",",4
"""infant"",","""infant"",",4
"""innovation"",","""innovation"",",4
"""insect"",","""insect"",",4
"""insecticide"",","""insecticide"",",4
"""ipomoeabatatas"",","""ipomoeabatatas"",",4
"""juglanssigillata"",","""juglanssigillata"",",4
"""kerala"",","""kerala"",",4
"""lakes"",","""lakes"",",4
"""landownership"",","""landownership"",",4
"""landtenure"",","""landtenure"",",4
"""lensculinaris"",","""lensculinaris"",",4
"""lepidoptera"",","""lepidoptera"",",4
"""localparticipation"",","""localparticipation"",",4
"""majorclinicalstudy"",","""majorclinicalstudy"",",4
"""management"",","""management"",",4
"""market"",","""market"",",4
"""meteorology"",","""meteorology"",",4
"""modernization"",","""modernization"",",4
"""molecularanalysis"",","""molecularanalysis"",",4
"""naturalenemy"",","""naturalenemy"",",4
"""nitrogenfixation"",","""nitrogenfixation"",",4
"""nutrientavailability"",","""nutrientavailability"",",4
"""nutrientdynamics"",","""nutrientdynamics"",",4
"""optimization"",","""optimization"",",4
"""ovisaries"",","""ovisaries"",",4
"""panicummiliaceum"",","""panicummiliaceum"",",4
"""phylogeography"",","""phylogeography"",",4
"""phytotherapy"",","""phytotherapy"",",4
"""planning"",","""planning"",",4
"""plantcommunity"",","""plantcommunity"",",4
"""poaceae"",","""poaceae"",",4
"""populationstatistics"",","""populationstatistics"",",4
"""potassium"",","""potassium"",",4
"""potato"",","""potato"",",4
"""predation"",","""predation"",",4
"""preventionandcontrol"",","""preventionandcontrol"",",4
"""prioritization"",","""prioritization"",",4
"""rainfedagriculture"",","""rainfedagriculture"",",4
"""research"",","""research"",",4
"""runoff"",","""runoff"",",4
"""seasons"",","""seasons"",",4
"""semiaridregion"",","""semiaridregion"",",4
"""setariaitalica"",","""setariaitalica"",",4
"""socialcapital"",","""socialcapital"",",4
"""socialchange"",","""socialchange"",",4
"""socialclass"",","""socialclass"",",4
"""spatiotemporalanalysis"",","""spatiotemporalanalysis"",",4
"""speciesconservation"",","""speciesconservation"",",4
"""tea"",","""tea"",",4
"""technologicaldevelopment"",","""technologicaldevelopment"",",4
"""temperature"",","""temperature"",",4
"""thailand"",","""thailand"",",4
"""timber"",","""timber"",",4
"""timeseriesanalysis"",","""timeseriesanalysis"",",4
"""tourism"",","""tourism"",",4
"""trade-off"",","""trade-off"",",4
"""traditionalmedicine"",","""traditionalmedicine"",",4
"""transgenicplant"",","""transgenicplant"",",4
"""trends"",","""trends"",",4
"""triticum"",","""triticum"",",4
"""unclassifieddrug"",","""unclassifieddrug"",",4
"""urbanization"",","""urbanization"",",4
"""waterconservation"",","""waterconservation"",",4
"""watershed"",","""watershed"",",4
"""wateruseefficiency"",","""wateruseefficiency"",",4
"""westbengal"",","""westbengal"",",4
"""yield"",","""yield"",",4
"""abandonedland"",","""abandonedland"",",3
"""abundance"",","""abundance"",",3
"""adaptation,physiological"",","""adaptation,physiological"",",3
"""adolescent"",","""adolescent"",",3
"""agaricales"",","""agaricales"",",3
"""aged,80andover"",","""aged,80andover"",",3
"""agriculturaldiversification"",","""agriculturaldiversification"",",3
"""agriculturalnon-pointsourcepollutions"",","""agriculturalnon-pointsourcepollutions"",",3
"""agro-ecosystems"",","""agro-ecosystems"",",3
"""analysis"",","""analysis"",",3
"""animalfood"",","""animalfood"",",3
"""antioxidant"",","""antioxidant"",",3
"""arachishypogaea"",","""arachishypogaea"",",3
"""artificialintelligence"",","""artificialintelligence"",",3
"""australia"",","""australia"",",3
"""bacterium"",","""bacterium"",",3
"""belowgroundbiomass"",","""belowgroundbiomass"",",3
"""biochemicalcomposition"",","""biochemicalcomposition"",",3
"""biochemistry"",","""biochemistry"",",3
"""biologicalmodel"",","""biologicalmodel"",",3
"""bosgrunniens"",","""bosgrunniens"",",3
"""cajanuscajan"",","""cajanuscajan"",",3
"""catchment"",","""catchment"",",3
"""cattle"",","""cattle"",",3
"""chemicalanalysis"",","""chemicalanalysis"",",3
"""child"",","""child"",",3
"""chittagong[bangladesh]"",","""chittagong[bangladesh]"",",3
"""climateconditions"",","""climateconditions"",",3
"""climaticconditions"",","""climaticconditions"",",3
"""climatology"",","""climatology"",",3
"""commercialphenomena"",","""commercialphenomena"",",3
"""competition"",","""competition"",",3
"""compost"",","""compost"",",3
"""consolidation"",","""consolidation"",",3
"""cropdamage"",","""cropdamage"",",3
"""culturaltradition"",","""culturaltradition"",",3
"""daka"",","""daka"",",3
"""deciduoustree"",","""deciduoustree"",",3
"""denitrification"",","""denitrification"",",3
"""diseaseincidence"",","""diseaseincidence"",",3
"""doublecropping"",","""doublecropping"",",3
"""ecologicalagricultures"",","""ecologicalagricultures"",",3
"""ecologicalimpact"",","""ecologicalimpact"",",3
"""economicaspect"",","""economicaspect"",",3
"""economicgrowth"",","""economicgrowth"",",3
"""efficiencymeasurement"",","""efficiencymeasurement"",",3
"""elevation"",","""elevation"",",3
"""embryophyta"",","""embryophyta"",",3
"""energyefficiency"",","""energyefficiency"",",3
"""entrepreneur"",","""entrepreneur"",",3
"""environmentaldegradation"",","""environmentaldegradation"",",3
"""environmentalmonitoring"",","""environmentalmonitoring"",",3
"""essentialoil"",","""essentialoil"",",3
"""ethnicgroups"",","""ethnicgroups"",",3
"""ethnography"",","""ethnography"",",3
"""ethnology"",","""ethnology"",",3
"""evergreentree"",","""evergreentree"",",3
"""fagopyrumtataricum"",","""fagopyrumtataricum"",",3
"""fallow"",","""fallow"",",3
"""farm"",","""farm"",",3
"""feeding"",","""feeding"",",3
"""fertilizerapplications"",","""fertilizerapplications"",",3
"""fish"",","""fish"",",3
"""floristics"",","""floristics"",",3
"""fluorine"",","""fluorine"",",3
"""foodchain"",","""foodchain"",",3
"""foodconsumption"",","""foodconsumption"",",3
"""foodgrain"",","""foodgrain"",",3
"""foodmarket"",","""foodmarket"",",3
"""forestcover"",","""forestcover"",",3
"""fungaldisease"",","""fungaldisease"",",3
"""fuzzymathematics"",","""fuzzymathematics"",",3
"""gangeticplain"",","""gangeticplain"",",3
"""geneflow"",","""geneflow"",",3
"""geneticengineering"",","""geneticengineering"",",3
"""genetics,population"",","""genetics,population"",",3
"""geneticselection"",","""geneticselection"",",3
"""genome-wideassociationstudy"",","""genome-wideassociationstudy"",",3
"""germination"",","""germination"",",3
"""grassland"",","""grassland"",",3
"""groundwater"",","""groundwater"",",3
"""growingseason"",","""growingseason"",",3
"""guizhou"",","""guizhou"",",3
"""habitatconservation"",","""habitatconservation"",",3
"""heterogeneity"",","""heterogeneity"",",3
"""heveabrasiliensis"",","""heveabrasiliensis"",",3
"""hillfarming"",","""hillfarming"",",3
"""hillslope"",","""hillslope"",",3
"""himachalpradesh"",","""himachalpradesh"",",3
"""historicalperspective"",","""historicalperspective"",",3
"""hymenoptera"",","""hymenoptera"",",3
"""incomedistribution"",","""incomedistribution"",",3
"""input-outputanalysis"",","""input-outputanalysis"",",3
"""insecticides"",","""insecticides"",",3
"""intellectualpropertyrights"",","""intellectualpropertyrights"",",3
"""japan"",","""japan"",",3
"""karakoram"",","""karakoram"",",3
"""ketones"",","""ketones"",",3
"""knowledge"",","""knowledge"",",3
"""landcover"",","""landcover"",",3
"""landreform"",","""landreform"",",3
"""landscapeplanning"",","""landscapeplanning"",",3
"""leafyvegetable"",","""leafyvegetable"",",3
"""literaturereview"",","""literaturereview"",",3
"""localgovernment"",","""localgovernment"",",3
"""lycopersiconesculentum"",","""lycopersiconesculentum"",",3
"""macrotylomauniflorum"",","""macrotylomauniflorum"",",3
"""marketsystem"",","""marketsystem"",",3
"""methane"",","""methane"",",3
"""methodology"",","""methodology"",",3
"""metropolitanarea"",","""metropolitanarea"",",3
"""microbiology"",","""microbiology"",",3
"""microclimate"",","""microclimate"",",3
"""microsatellitedna"",","""microsatellitedna"",",3
"""microsatelliterepeats"",","""microsatelliterepeats"",",3
"""milk"",","""milk"",",3
"""modeling"",","""modeling"",",3
"""morphometry"",","""morphometry"",",3
"""naturalgas"",","""naturalgas"",",3
"""nature-societyrelations"",","""nature-societyrelations"",",3
"""neuralnetworks"",","""neuralnetworks"",",3
"""nitrousoxide"",","""nitrousoxide"",",3
"""orchard"",","""orchard"",",3
"""organicmatter"",","""organicmatter"",",3
"""oryzarufipogon"",","""oryzarufipogon"",",3
"""panicum"",","""panicum"",",3
"""parasitology"",","""parasitology"",",3
"""performanceassessment"",","""performanceassessment"",",3
"""pesticides"",","""pesticides"",",3
"""phytophthora"",","""phytophthora"",",3
"""pig"",","""pig"",",3
"""plantation"",","""plantation"",",3
"""plantextract"",","""plantextract"",",3
"""plantextracts"",","""plantextracts"",",3
"""plants,medicinal"",","""plants,medicinal"",",3
"""policyapproach"",","""policyapproach"",",3
"""policyimplementation"",","""policyimplementation"",",3
"""populationdecline"",","""populationdecline"",",3
"""populationdensity"",","""populationdensity"",",3
"""populationdistribution"",","""populationdistribution"",",3
"""poultry"",","""poultry"",",3
"""questionnaire"",","""questionnaire"",",3
"""rainfall"",","""rainfall"",",3
"""rangeexpansion"",","""rangeexpansion"",",3
"""recycling"",","""recycling"",",3
"""redlist"",","""redlist"",",3
"""reforestation"",","""reforestation"",",3
"""refugium"",","""refugium"",",3
"""resourceallocation"",","""resourceallocation"",",3
"""resourceavailability"",","""resourceavailability"",",3
"""restoration"",","""restoration"",",3
"""review"",","""review"",",3
"""rhizosphere"",","""rhizosphere"",",3
"""rurallandscape"",","""rurallandscape"",",3
"""seedling"",","""seedling"",",3
