"","word","freq"
"""agriculturalpractices"",","""agriculturalpractices"",",1
"""agriculturalresearch"",","""agriculturalresearch"",",1
"""agriculturaltrade"",","""agriculturaltrade"",",1
"""agriculturehistory"",","""agriculturehistory"",",1
"""agricultureofchina"",","""agricultureofchina"",",1
"""agrifoodgovernance"",","""agrifoodgovernance"",",1
"""agrifoodsystemtransformation"",","""agrifoodsystemtransformation"",",1
"""agro-biodiversityassessment"",","""agro-biodiversityassessment"",",1
"""agro-ecosystemproductivity"",","""agro-ecosystemproductivity"",",1
"""agro-forests"",","""agro-forests"",",1
"""agro-morphologicalvariation"",","""agro-morphologicalvariation"",",1
"""agrobiodiversitymanagement"",","""agrobiodiversitymanagement"",",1
"""agroecology"",","""agroecology"",",1
"""agroecosystem"",","""agroecosystem"",",1
"""agroecosystemresilience"",","""agroecosystemresilience"",",1
"""agroforestry"",","""agroforestry"",",1
"""agronomicinnovations"",","""agronomicinnovations"",",1
"""agronomicpractices"",","""agronomicpractices"",",1
"""agrotourism"",","""agrotourism"",",1
"""alkaloids"",","""alkaloids"",",1
"""alliumtuberosuml"",","""alliumtuberosuml"",",1
"""alnusnepalensis"",","""alnusnepalensis"",",1
"""altitude"",","""altitude"",",1
"""androidapplets"",","""androidapplets"",",1
"""animalfeed"",","""animalfeed"",",1
"""animalhusbandry"",","""animalhusbandry"",",1
"""annualyield"",","""annualyield"",",1
"""anp"",","""anp"",",1
"""antinutritionalfactors"",","""antinutritionalfactors"",",1
"""apismellifera"",","""apismellifera"",",1
"""apples"",","""apples"",",1
"""aquilariamalaccensis"",","""aquilariamalaccensis"",",1
"""arableland"",","""arableland"",",1
"""arduino"",","""arduino"",",1
"""arecanut"",","""arecanut"",",1
"""aridagriculture"",","""aridagriculture"",",1
"""aroma"",","""aroma"",",1
"""arsenicmitigationinterventions"",","""arsenicmitigationinterventions"",",1
"""arunachalpradesh"",","""arunachalpradesh"",",1
"""asia-pacificregion"",","""asia-pacificregion"",",1
"""asianelephant"",","""asianelephant"",",1
"""asianldcs"",","""asianldcs"",",1
"""asianmonsoon"",","""asianmonsoon"",",1
"""asteraceae"",","""asteraceae"",",1
"""ayurveda"",","""ayurveda"",",1
"""badh2"",","""badh2"",",1
"""bamboofloweringandrat-famine"",","""bamboofloweringandrat-famine"",",1
"""barnyardmilletcoregermplasm"",","""barnyardmilletcoregermplasm"",",1
"""bharcommunity"",","""bharcommunity"",",1
"""bijieprefecture"",","""bijieprefecture"",",1
"""binsarwildlifesanctuary"",","""binsarwildlifesanctuary"",",1
"""biodiversityconservation"",","""biodiversityconservation"",",1
"""biodiversityhotspots"",","""biodiversityhotspots"",",1
"""bioeconomicmodelling"",","""bioeconomicmodelling"",",1
"""bioenergy"",","""bioenergy"",",1
"""biofuel"",","""biofuel"",",1
"""biogasagriculture"",","""biogasagriculture"",",1
"""biogasfertilizer"",","""biogasfertilizer"",",1
"""biologicalcharacteristics"",","""biologicalcharacteristics"",",1
"""biopesticides"",","""biopesticides"",",1
"""bioticstress"",","""bioticstress"",",1
"""bottleneck"",","""bottleneck"",",1
"""broomgrass"",","""broomgrass"",",1
"""brugchu"",","""brugchu"",",1
"""buildingresilience"",","""buildingresilience"",",1
"""bulkdensity"",","""bulkdensity"",",1
"""buxa"",","""buxa"",",1
"""calorificdeficiency"",","""calorificdeficiency"",",1
"""calthapalustris"",","""calthapalustris"",",1
"""camelliasinensis."",","""camelliasinensis."",",1
"""camelliasinensisvar.assamica"",","""camelliasinensisvar.assamica"",",1
"""capacity-building"",","""capacity-building"",",1
"""capacitybuilding"",","""capacitybuilding"",",1
"""capital-labordualintensifying"",","""capital-labordualintensifying"",",1
"""carbonsequestration"",","""carbonsequestration"",",1
"""carminative"",","""carminative"",",1
"""carthamus"",","""carthamus"",",1
"""cereal"",","""cereal"",",1
"""cereals"",","""cereals"",",1
"""cgrfa"",","""cgrfa"",",1
"""changemanagement"",","""changemanagement"",",1
"""characterisation"",","""characterisation"",",1
"""chemigation"",","""chemigation"",",1
"""chillconservation"",","""chillconservation"",",1
"""china."",","""china."",",1
"""chinaagriculturalmonitoringandearly-warningsystem(cames)"",","""chinaagriculturalmonitoringandearly-warningsystem(cames)"",",1
"""chinesechives"",","""chinesechives"",",1
"""chineselivestockproduction"",","""chineselivestockproduction"",",1
"""chromosomenumber"",","""chromosomenumber"",",1
"""cicerarietinum"",","""cicerarietinum"",",1
"""civilsocietyorganization"",","""civilsocietyorganization"",",1
"""classification"",","""classification"",",1
"""climatechangeeffects"",","""climatechangeeffects"",",1
"""climatechangerainfedagricultureadaptationresilienceclimatesmartagriculture"",","""climatechangerainfedagricultureadaptationresilienceclimatesmartagriculture"",",1
"""climaticchange"",","""climaticchange"",",1
"""climaticfluctuations"",","""climaticfluctuations"",",1
"""climaticyield"",","""climaticyield"",",1
"""cluster"",","""cluster"",",1
"""co-ops"",","""co-ops"",",1
"""collection"",","""collection"",",1
"""collectiveaction"",","""collectiveaction"",",1
"""commercialcultivation"",","""commercialcultivation"",",1
"""commercialization"",","""commercialization"",",1
"""commonbean"",","""commonbean"",",1
"""community-baseddevelopment"",","""community-baseddevelopment"",",1
"""communitybiodiversitymanagement"",","""communitybiodiversitymanagement"",",1
"""communitymanagement"",","""communitymanagement"",",1
"""communitypartnership"",","""communitypartnership"",",1
"""communitystructure"",","""communitystructure"",",1
"""comparativeanalysis"",","""comparativeanalysis"",",1
"""compensation"",","""compensation"",",1
"""competitioninteractions"",","""competitioninteractions"",",1
"""complexity"",","""complexity"",",1
"""composttime"",","""composttime"",",1
"""compoundagriculture-fruitfarmingsystem"",","""compoundagriculture-fruitfarmingsystem"",",1
"""connotationcharacteristics"",","""connotationcharacteristics"",",1
"""conservationanduse"",","""conservationanduse"",",1
"""conservationpractices"",","""conservationpractices"",",1
"""conservations"",","""conservations"",",1
"""conservationstrategy"",","""conservationstrategy"",",1
"""consolidation"",","""consolidation"",",1
"""constructedwetland"",","""constructedwetland"",",1
"""consumerbehavior"",","""consumerbehavior"",",1
"""consumerbehaviour"",","""consumerbehaviour"",",1
"""consumersegmentation"",","""consumersegmentation"",",1
"""consumervalue"",","""consumervalue"",",1
"""consumptionandcommerce"",","""consumptionandcommerce"",",1
"""consumptionexpenditure"",","""consumptionexpenditure"",",1
"""consumptionutility"",","""consumptionutility"",",1
"""contingentvaluation"",","""contingentvaluation"",",1
"""contractfarming"",","""contractfarming"",",1
"""controlledatmospherestorage"",","""controlledatmospherestorage"",",1
"""correlation"",","""correlation"",",1
"""cost-benefitanalysis"",","""cost-benefitanalysis"",",1
"""cost-effectiveness"",","""cost-effectiveness"",",1
"""coupledhumanandnaturalsystems"",","""coupledhumanandnaturalsystems"",",1
"""coverandmanagementfactor"",","""coverandmanagementfactor"",",1
"""criticalsystemsoflearningcompetence"",","""criticalsystemsoflearningcompetence"",",1
"""croplandecosystem"",","""croplandecosystem"",",1
"""croplandproductionsystem"",","""croplandproductionsystem"",",1
"""cropmanagement"",","""cropmanagement"",",1
"""croppingdiversity"",","""croppingdiversity"",",1
"""croppingsystem"",","""croppingsystem"",",1
"""croppingsystemregion"",","""croppingsystemregion"",",1
"""cropproduction"",","""cropproduction"",",1
"""cropresidues"",","""cropresidues"",",1
"""croprotationsystem"",","""croprotationsystem"",",1
"""cropwildrelativesconservation"",","""cropwildrelativesconservation"",",1
"""cultivationintensity"",","""cultivationintensity"",",1
"""culturalgroups"",","""culturalgroups"",",1
"""culturaltourism"",","""culturaltourism"",",1
"""cutting"",","""cutting"",",1
"""cyperusalternifolius"",","""cyperusalternifolius"",",1
"""dalishuvillage"",","""dalishuvillage"",",1
"""decomposition"",","""decomposition"",",1
"""deficitirrigation"",","""deficitirrigation"",",1
"""determinants"",","""determinants"",",1
"""developingcountries"",","""developingcountries"",",1
"""development"",","""development"",",1
"""developmenteconomics"",","""developmenteconomics"",",1
"""dietarydiversity"",","""dietarydiversity"",",1
"""dietchange"",","""dietchange"",",1
"""differentialoptimums"",","""differentialoptimums"",",1
"""digestivedisorders"",","""digestivedisorders"",",1
"""directseededrice"",","""directseededrice"",",1
"""diseasemanagement"",","""diseasemanagement"",",1
"""diva-gis"",","""diva-gis"",",1
"""diversification"",","""diversification"",",1
"""diversityindex"",","""diversityindex"",",1
"""drinking-water"",","""drinking-water"",",1
"""drylandagriculture"",","""drylandagriculture"",",1
"""dssat"",","""dssat"",",1
"""easternindia"",","""easternindia"",",1
"""echinochloa"",","""echinochloa"",",1
"""echinochloaspp"",","""echinochloaspp"",",1
"""eco-agriculturaltourism"",","""eco-agriculturaltourism"",",1
"""eco-agriculturepark"",","""eco-agriculturepark"",",1
"""ecologicalbenefits"",","""ecologicalbenefits"",",1
"""ecologicalflow"",","""ecologicalflow"",",1
"""ecologicalfootprint"",","""ecologicalfootprint"",",1
"""ecologicalindicators"",","""ecologicalindicators"",",1
"""ecologicalintensification"",","""ecologicalintensification"",",1
"""ecologicalmanagementpestinsects"",","""ecologicalmanagementpestinsects"",",1
"""economicanalysis"",","""economicanalysis"",",1
"""economicbenefits"",","""economicbenefits"",",1
"""economiccharacterization"",","""economiccharacterization"",",1
"""economiccost"",","""economiccost"",",1
"""economicdependence"",","""economicdependence"",",1
"""economicvalue"",","""economicvalue"",",1
"""economiesofscope"",","""economiesofscope"",",1
"""ecosystem"",","""ecosystem"",",1
"""ecotourism"",","""ecotourism"",",1
"""effectassessment"",","""effectassessment"",",1
"""efficiency"",","""efficiency"",",1
"""egg"",","""egg"",",1
"""emergingmarkets"",","""emergingmarkets"",",1
"""emergy"",","""emergy"",",1
"""emergysynthesis"",","""emergysynthesis"",",1
"""energy"",","""energy"",",1
"""energybudget"",","""energybudget"",",1
"""energyflow"",","""energyflow"",",1
"""entomopathogenicmicroorganisms"",","""entomopathogenicmicroorganisms"",",1
"""entrepreneurship"",","""entrepreneurship"",",1
"""environmentalbenefits"",","""environmentalbenefits"",",1
"""environmentalconservation"",","""environmentalconservation"",",1
"""environmentaldamage"",","""environmentaldamage"",",1
"""environmentaldegradation"",","""environmentaldegradation"",",1
"""environmentalkuznetscurve"",","""environmentalkuznetscurve"",",1
"""ethnicminority"",","""ethnicminority"",",1
"""ethnomedicinalknowledge"",","""ethnomedicinalknowledge"",",1
"""excreta"",","""excreta"",",1
"""exergy"",","""exergy"",",1
"""export"",","""export"",",1
"""exsituconservation"",","""exsituconservation"",",1
"""extensioneducation"",","""extensioneducation"",",1
"""extensiongap"",","""extensiongap"",",1
"""facilitatingandinhibitingfactors"",","""facilitatingandinhibitingfactors"",",1
"""farmcategory"",","""farmcategory"",",1
"""farmer-bredcultivars"",","""farmer-bredcultivars"",",1
"""farmerfieldschools"",","""farmerfieldschools"",",1
"""farmerhousehold"",","""farmerhousehold"",",1
"""farmerorganizationpapertyperesearchpaper"",","""farmerorganizationpapertyperesearchpaper"",",1
"""farmers"",","""farmers"",",1
"""farmers'club"",","""farmers'club"",",1
"""farmers'satisfaction"",","""farmers'satisfaction"",",1
"""farmerselection"",","""farmerselection"",",1
"""farmersrights"",","""farmersrights"",",1
"""farmheterogeneity"",","""farmheterogeneity"",",1
"""farming"",","""farming"",",1
"""farmingsystems"",","""farmingsystems"",",1
"""farms"",","""farms"",",1
"""farmsize"",","""farmsize"",",1
"""farmtechnology"",","""farmtechnology"",",1
"""farmtechnologyintensification"",","""farmtechnologyintensification"",",1
"""farmtypology"",","""farmtypology"",",1
"""feed"",","""feed"",",1
"""feedstock"",","""feedstock"",",1
"""fengxiangcounty"",","""fengxiangcounty"",",1
"""fertilizationregimes"",","""fertilizationregimes"",",1
"""fingermillet"",","""fingermillet"",",1
"""fodder"",","""fodder"",",1
"""food-water-energynexus"",","""food-water-energynexus"",",1
"""foodandlivelihoodsecurity"",","""foodandlivelihoodsecurity"",",1
"""foodandnutritionsecurity"",","""foodandnutritionsecurity"",",1
"""foodconsumption"",","""foodconsumption"",",1
"""foodgrainproduction"",","""foodgrainproduction"",",1
"""foodindustry"",","""foodindustry"",",1
"""foodpolicy"",","""foodpolicy"",",1
"""foodproducts"",","""foodproducts"",",1
"""foodretailing"",","""foodretailing"",",1
"""foodsovereignty"",","""foodsovereignty"",",1
"""foodsubsidies"",","""foodsubsidies"",",1
"""foragers"",","""foragers"",",1
"""frame"",","""frame"",",1
"""frontlinedemonstrations"",","""frontlinedemonstrations"",",1
"""fruits"",","""fruits"",",1
"""fruitsandvegetables"",","""fruitsandvegetables"",",1
"""fuel"",","""fuel"",",1
"""functionalzones"",","""functionalzones"",",1
"""futureofsmallfarms"",","""futureofsmallfarms"",",1
"""garhwalhimalaya"",","""garhwalhimalaya"",",1
"""genderappraisal"",","""genderappraisal"",",1
"""genderroles"",","""genderroles"",",1
"""genebank"",","""genebank"",",1
"""genebanksstandards"",","""genebanksstandards"",",1
"""genedonor"",","""genedonor"",",1
"""genepool"",","""genepool"",",1
"""generalizedadditivemodel"",","""generalizedadditivemodel"",",1
"""geneticdistinctness"",","""geneticdistinctness"",",1
"""geneticerosion"",","""geneticerosion"",",1
"""geneticimprovements"",","""geneticimprovements"",",1
"""geneticresources"",","""geneticresources"",",1
"""genomicresources"",","""genomicresources"",",1
"""genotype-environmentinteraction(gei)"",","""genotype-environmentinteraction(gei)"",",1
"""genotyping"",","""genotyping"",",1
"""geomorphichazards"",","""geomorphichazards"",",1
"""germplasmconservation"",","""germplasmconservation"",",1
"""giahs"",","""giahs"",",1
"""glacierfluctuations"",","""glacierfluctuations"",",1
"""globalagriculture"",","""globalagriculture"",",1
"""globalpoultrytrade"",","""globalpoultrytrade"",",1
"""globec"",","""globec"",",1
"""grain-to-greenprogram"",","""grain-to-greenprogram"",",1
"""grainforgreenpolicy"",","""grainforgreenpolicy"",",1
"""grainquality"",","""grainquality"",",1
"""grainyield"",","""grainyield"",",1
"""grapefruit"",","""grapefruit"",",1
"""greenmanure"",","""greenmanure"",",1
"""grevillearobusta"",","""grevillearobusta"",",1
"""groundwaterirrigation"",","""groundwaterirrigation"",",1
"""growth"",","""growth"",",1
"""gwas"",","""gwas"",",1
"""healers"",","""healers"",",1
"""heatstress"",","""heatstress"",",1
"""heavymetal"",","""heavymetal"",",1
"""hedgerowintercropping"",","""hedgerowintercropping"",",1
"""hedgerows"",","""hedgerows"",",1
"""helicoverpaarmigera"",","""helicoverpaarmigera"",",1
"""hengduanmountains"",","""hengduanmountains"",",1
"""heveabrasiliensis"",","""heveabrasiliensis"",",1
"""highlandaquaticresources"",","""highlandaquaticresources"",",1
"""highmountains"",","""highmountains"",",1
"""hillfarming"",","""hillfarming"",",1
"""hills"",","""hills"",",1
"""hindukush-himalayanmountainsystems"",","""hindukush-himalayanmountainsystems"",",1
"""holisticapproaches"",","""holisticapproaches"",",1
"""hollowedvillagesrevitalization"",","""hollowedvillagesrevitalization"",",1
"""homegarden"",","""homegarden"",",1
"""homegardenmacrostructure"",","""homegardenmacrostructure"",",1
"""homegardenspecies"",","""homegardenspecies"",",1
"""homestead"",","""homestead"",",1
"""homesteadforests"",","""homesteadforests"",",1
"""honeybeepopulation"",","""honeybeepopulation"",",1
"""honeyproduction"",","""honeyproduction"",",1
"""horticulture"",","""horticulture"",",1
"""householdfoodsecurity"",","""householdfoodsecurity"",",1
"""households'assets"",","""households'assets"",",1
"""humanitarianaid"",","""humanitarianaid"",",1
"""hydrologicalhazards"",","""hydrologicalhazards"",",1
"""iaritechnologies"",","""iaritechnologies"",",1
"""ideational"",","""ideational"",",1
"""improvedagronomicpractices"",","""improvedagronomicpractices"",",1
"""improvement"",","""improvement"",",1
"""incentivemechanisms"",","""incentivemechanisms"",",1
"""incentives"",","""incentives"",",1
"""incomegeneration"",","""incomegeneration"",",1
"""indianhimalayas"",","""indianhimalayas"",",1
"""indiansubsistencefarming"",","""indiansubsistencefarming"",",1
"""indigenouscommunities"",","""indigenouscommunities"",",1
"""indigenousknowledge"",","""indigenousknowledge"",",1
"""infrastructuredevelopment"",","""infrastructuredevelopment"",",1
"""inorganiccultivation"",","""inorganiccultivation"",",1
"""insectpestcomple×"",","""insectpestcomple×"",",1
"""insectpestmanagement"",","""insectpestmanagement"",",1
"""insituconservation"",","""insituconservation"",",1
"""institution-basedview"",","""institution-basedview"",",1
"""institutionalinnovation"",","""institutionalinnovation"",",1
"""integratedfarmingsystem(ifs)"",","""integratedfarmingsystem(ifs)"",",1
"""integratedfarmingsystems"",","""integratedfarmingsystems"",",1
"""integratedframework"",","""integratedframework"",",1
"""intellectualpropertyrights"",","""intellectualpropertyrights"",",1
"""intensiveagriculture"",","""intensiveagriculture"",",1
"""intercrop"",","""intercrop"",",1
"""ipc"",","""ipc"",",1
"""ipr"",","""ipr"",",1
"""irrigatedfarms"",","""irrigatedfarms"",",1
"""irrigationmanagement"",","""irrigationmanagement"",",1
"""issr"",","""issr"",",1
"""juglansregia"",","""juglansregia"",",1
"""jutpani"",","""jutpani"",",1
"""karstregion"",","""karstregion"",",1
"""kashmir"",","""kashmir"",",1
"""kerala"",","""kerala"",",1
"""khasitribe"",","""khasitribe"",",1
"""khasitribes"",","""khasitribes"",",1
"""kitchengarden"",","""kitchengarden"",",1
"""kiwifruit"",","""kiwifruit"",",1
"""knowledgelevel"",","""knowledgelevel"",",1
"""labileandrecalcitrantc"",","""labileandrecalcitrantc"",",1
"""labor"",","""labor"",",1
"""lacticfermentation"",","""lacticfermentation"",",1
"""lacto-fermented"",","""lacto-fermented"",",1
"""ladakh"",","""ladakh"",",1
"""landevaluation"",","""landevaluation"",",1
"""landfragmentation"",","""landfragmentation"",",1
"""landownership"",","""landownership"",",1
"""landraces"",","""landraces"",",1
"""landscape"",","""landscape"",",1
"""landscapegenetics"",","""landscapegenetics"",",1
"""landusemanagement"",","""landusemanagement"",",1
"""landusesuitability"",","""landusesuitability"",",1
"""laodelphaxstriatellus"",","""laodelphaxstriatellus"",",1
"""layinghen"",","""layinghen"",",1
"""leaffolder"",","""leaffolder"",",1
"""legume"",","""legume"",",1
"""lemons"",","""lemons"",",1
"""lessknownvegetable"",","""lessknownvegetable"",",1
"""limestoneforest"",","""limestoneforest"",",1
"""livelihoodenhancement"",","""livelihoodenhancement"",",1
"""livelihoodsdiversification"",","""livelihoodsdiversification"",",1
"""livestockproduction"",","""livestockproduction"",",1
"""localadaptivecapacity"",","""localadaptivecapacity"",",1
"""localecologicalknowledge(lek)"",","""localecologicalknowledge(lek)"",",1
"""localinstitutions"",","""localinstitutions"",",1
"""localknowledge"",","""localknowledge"",",1
"""lowarsenicricevarieties"",","""lowarsenicricevarieties"",",1
"""lowland"",","""lowland"",",1
"""macrotylomauniflorum"",","""macrotylomauniflorum"",",1
"""maineffectandmultiplicativeinteraction(ammi)"",","""maineffectandmultiplicativeinteraction(ammi)"",",1
"""maizefield"",","""maizefield"",",1
"""managementandutilization"",","""managementandutilization"",",1
"""managingrisk"",","""managingrisk"",",1
"""mangoindustry"",","""mangoindustry"",",1
"""maratlongriwildlifesanctuary"",","""maratlongriwildlifesanctuary"",",1
"""marginalfarmers"",","""marginalfarmers"",",1
"""markets"",","""markets"",",1
"""mautam"",","""mautam"",",1
"""mckinsey"",","""mckinsey"",",1
"""medicinalbioresources"",","""medicinalbioresources"",",1
"""medicinalproperties"",","""medicinalproperties"",",1
"""medicinalrice"",","""medicinalrice"",",1
"""meghalya"",","""meghalya"",",1
"""mekongregion"",","""mekongregion"",",1
"""metabolomics"",","""metabolomics"",",1
"""micronutrientdeficiencies"",","""micronutrientdeficiencies"",",1
"""mid-hillregion"",","""mid-hillregion"",",1
"""migration"",","""migration"",",1
"""mile-a-minute"",","""mile-a-minute"",",1
"""millet"",","""millet"",",1
"""minorcrops"",","""minorcrops"",",1
"""mixedfarming"",","""mixedfarming"",",1
"""mixedgrassstrip"",","""mixedgrassstrip"",",1
"""mobility"",","""mobility"",",1
"""modernagriculture"",","""modernagriculture"",",1
"""molecularmarker"",","""molecularmarker"",",1
"""molecularmarkers"",","""molecularmarkers"",",1
"""monoculture"",","""monoculture"",",1
"""monoeciousgourd"",","""monoeciousgourd"",",1
"""morusalba"",","""morusalba"",",1
"""mountainfarmingsystem"",","""mountainfarmingsystem"",",1
"""mountainregion"",","""mountainregion"",",1
"""mountainspecificities"",","""mountainspecificities"",",1
"""multifunctionality"",","""multifunctionality"",",1
"""multifunctionalrural"",","""multifunctionalrural"",",1
"""multipleecosystemservices"",","""multipleecosystemservices"",",1
"""myricaesculenta,populationstructure"",","""myricaesculenta,populationstructure"",",1
"""naturalenemies"",","""naturalenemies"",",1
"""naturalforestconservationprogram"",","""naturalforestconservationprogram"",",1
"""naturereservesystem"",","""naturereservesystem"",",1
"""naxi"",","""naxi"",",1
"""ndvi"",","""ndvi"",",1
"""neglectedandunderutilizedspecies(nus)"",","""neglectedandunderutilizedspecies(nus)"",",1
"""nesaving"",","""nesaving"",",1
"""networkconnectivity"",","""networkconnectivity"",",1
"""newhorizons"",","""newhorizons"",",1
"""nilaparvatalugens"",","""nilaparvatalugens"",",1
"""nitrogen"",","""nitrogen"",",1
"""nitrogenuseefficiency"",","""nitrogenuseefficiency"",",1
"""njavara"",","""njavara"",",1
"""non-timberforestproducts"",","""non-timberforestproducts"",",1
"""northwesthimalayas"",","""northwesthimalayas"",",1
"""nrhotspots"",","""nrhotspots"",",1
"""ntfps"",","""ntfps"",",1
"""nuclearmicrosatellites"",","""nuclearmicrosatellites"",",1
"""nucleotidediversity"",","""nucleotidediversity"",",1
"""nutraceuticalandnutritionalcomposition"",","""nutraceuticalandnutritionalcomposition"",",1
"""nutrientacquisition"",","""nutrientacquisition"",",1
"""nutrientmitigationpotential"",","""nutrientmitigationpotential"",",1
"""nutrientrecycling"",","""nutrientrecycling"",",1
"""nutrition"",","""nutrition"",",1
"""nutritionalsecurity"",","""nutritionalsecurity"",",1
"""nutritionalvalue"",","""nutritionalvalue"",",1
"""nutritionmanagement"",","""nutritionmanagement"",",1
"""oceanecosystem"",","""oceanecosystem"",",1
"""oilseed"",","""oilseed"",",1
"""omics"",","""omics"",",1
"""on-farmconservation"",","""on-farmconservation"",",1
"""on-farmmanagement"",","""on-farmmanagement"",",1
"""on-farmresearch"",","""on-farmresearch"",",1
"""opportunitycostofon-farmconservation"",","""opportunitycostofon-farmconservation"",",1
"""optimization"",","""optimization"",",1
"""oranges"",","""oranges"",",1
"""organic"",","""organic"",",1
"""organicagriculture"",","""organicagriculture"",",1
"""organicamendments"",","""organicamendments"",",1
"""organiccultivation"",","""organiccultivation"",",1
"""organismalinteractions"",","""organismalinteractions"",",1
"""organizedretailing"",","""organizedretailing"",",1
"""origin"",","""origin"",",1
"""oryzarufipogon"",","""oryzarufipogon"",",1
