"","Year","Combine","n"
"224","2010","subsistenceagriculture",1
"225","2010","sugarcane",1
"226","2010","sugarcanemosaicvirus",1
"227","2010","surveys",1
"228","2010","sustainableproduction",1
"229","2010","swertia",1
"230","2010","swiddenagriculture",1
"231","2010","technology",1
"232","2010","terrain",1
"233","2010","thangjing",1
"234","2010","tibetan",1
"235","2010","timber",1
"236","2010","topographiceffect",1
"237","2010","traditionalagriculture",1
"238","2010","traditionalvariety",1
"239","2010","transitionzone",1
"240","2010","transplantation",1
"241","2010","tripura",1
"242","2010","uncertaintyanalysis",1
"243","2010","uplandregion",1
"244","2010","virus",1
"245","2010","vulnerability",1
"246","2010","walnuts",1
"247","2010","waste",1
"248","2010","water",1
"249","2010","yieldgaps",1
"250","2010","yieldpotential",1
"251","2010","yieldresponse",1
"252","2011","india",6
"253","2011","china",5
"254","2011","",4
"255","2011","article",3
"256","2011","bangladesh",3
"257","2011","cropyield",3
"258","2011","cultivation",3
"259","2011","economics",3
"260","2011","history",3
"261","2011","horticulture",3
"262","2011","rice",3
"263","2011","sustainability",3
"264","2011","agriculturalmanagement",2
"265","2011","agriculturalpractice",2
"266","2011","agriculturalpractices",2
"267","2011","agriculturalproduction",2
"268","2011","agrodiversity",2
"269","2011","animalia",2
"270","2011","animals",2
"271","2011","apismellifera",2
"272","2011","biodiversity",2
"273","2011","bos",2
"274","2011","brassica",2
"275","2011","climatechange",2
"276","2011","cohortanalysis",2
"277","2011","cropproduction",2
"278","2011","economicanalysis",2
"279","2011","energy",2
"280","2011","foodsecurity",2
"281","2011","genetic",2
"282","2011","geneticvariation",2
"283","2011","ladakh",2
"284","2011","myricaesculenta",2
"285","2011","ndvi",2
"286","2011","oryzasativa",2
"287","2011","pastoralism",2
"288","2011","pasture",2
"289","2011","populationstructure",2
"290","2011","rainfed",2
"291","2011","seasonalvariation",2
"292","2011","seedling",2
"293","2011","selection",2
"294","2011","socioeconomicconditions",2
"295","2011","soilfertility",2
"296","2011","speciesdiversity",2
"297","2011","triticumaestivum",2
"298","2011","'goldenrice'",1
"299","2011","20thcentury",1
"300","2011","21stcentury",1
"301","2011","acacia",1
"302","2011","adaptability",1
"303","2011","agribusiness",1
"304","2011","agriculturalcooperative",1
"305","2011","agriculturalecosystem",1
"306","2011","agriculturalintensification",1
"307","2011","agriculturalland",1
"308","2011","agriculturalwastes",1
"309","2011","agriculture",1
"310","2011","agrifoodgovernance",1
"311","2011","agroecosystem",1
"312","2011","agroecosystemresilience",1
"313","2011","agroindustry",1
"314","2011","agronomy",1
"315","2011","analyticalframework",1
"316","2011","animal",1
"317","2011","annualyield",1
"318","2011","apidae",1
"319","2011","apoidea",1
"320","2011","artocarpusheterophyllus",1
"321","2011","asian",1
"322","2011","asiancontinentalancestrygroup",1
"323","2011","assessmentmethod",1
"324","2011","aves",1
"325","2011","bijie",1
"326","2011","bijieprefecture",1
"327","2011","biodegradation",1
"328","2011","bioenergy",1
"329","2011","biopesticides",1
"330","2011","bombycidae",1
"331","2011","bombyx",1
"332","2011","bombyxmandarina",1
"333","2011","bombyxmori",1
"334","2011","bosgrunniens",1
"335","2011","bottleneck",1
"336","2011","brassicarapa",1
"337","2011","brassicarapasubsp.pekinensis",1
"338","2011","capital-labordualintensifying",1
"339","2011","caprahircus",1
"340","2011","cateringservice",1
"341","2011","cattle",1
"342","2011","china.",1
"343","2011","co-ops",1
"344","2011","collectiveaction",1
"345","2011","commerce",1
"346","2011","commercialphenomena",1
"347","2011","communitymanagement",1
"348","2011","comparativestudy",1
"349","2011","cropresidue",1
"350","2011","crops",1
"351","2011","culturaltradition",1
"352","2011","decisionmaking",1
"353","2011","demandanalysis",1
"354","2011","dhaka[bangladesh]",1
"355","2011","differentialoptimums",1
"356","2011","diversityindex",1
"357","2011","domestication",1
"358","2011","economiesofscope",1
"359","2011","economyofscale",1
"360","2011","education",1
"361","2011","effectassessment",1
"362","2011","eleusinecoracana",1
"363","2011","empiricalanalysis",1
"364","2011","energybudget",1
"365","2011","energyconversion",1
"366","2011","energyuse",1
"367","2011","entomopathogenicmicroorganisms",1
"368","2011","environmentalexploitation",1
"369","2011","environmentalfactor",1
"370","2011","ethnology",1
"371","2011","farm",1
"372","2011","farmerselection",1
"373","2011","floristics",1
"374","2011","foodconsumption",1
"375","2011","foodhandling",1
"376","2011","foodindustry",1
"377","2011","foodpolicy",1
"378","2011","foodsubsidies",1
"379","2011","foodsupply",1
"380","2011","foodtechnology",1
"381","2011","foragers",1
"382","2011","forest",1
"383","2011","frame",1
"384","2011","garhwalhimalaya",1
"385","2011","gene",1
"386","2011","genelinkagedisequilibrium",1
"387","2011","genes",1
"388","2011","geneticallymodifiedorganism",1
"389","2011","geneticanalysis",1
"390","2011","geneticdiversity",1
"391","2011","geneticrecombination",1
"392","2011","genetics",1
"393","2011","geneticselection",1
"394","2011","geneticvariability",1
"395","2011","genomics",1
"396","2011","genotype-environmentinteraction",1
"397","2011","genotype-environmentinteraction(gei)",1
"398","2011","glycinemax",1
"399","2011","glycinesoja",1
"400","2011","governanceapproach",1
"401","2011","grass",1
"402","2011","grazingmanagement",1
"403","2011","growingseason",1
"404","2011","guizhou",1
"405","2011","habitatconservation",1
"406","2011","habitatrestoration",1
"407","2011","health",1
"408","2011","highmountains",1
"409","2011","himalaya",1
"410","2011","himalayas",1
"411","2011","historicalrecord",1
"412","2011","homesteadforests",1
"413","2011","honeybeepopulation",1
"414","2011","honeyproduction",1
"415","2011","hordeum",1
"416","2011","hordeumvulgare",1
"417","2011","human",1
"418","2011","humanactivity",1
"419","2011","humans",1
"420","2011","hymenoptera",1
"421","2011","ideational",1
"422","2011","incentives",1
"423","2011","indigenouspeople",1
"424","2011","input-outputanalysis",1
"425","2011","insect",1
"426","2011","insectpestmanagement",1
"427","2011","integratedfarmingsystem(ifs)",1
"428","2011","internationalorganization",1
"429","2011","internationaltrade",1
"430","2011","irrigationsystem",1
"431","2011","jammuandkashmir",1
"432","2011","karst",1
"433","2011","karstregion",1
"434","2011","khasitribe",1
"435","2011","landscapeplanning",1
"436","2011","landuse",1
"437","2011","landusechange",1
"438","2011","legalaspect",1
"439","2011","lepidoptera",1
"440","2011","linearity",1
"441","2011","linkagedisequilibrium",1
"442","2011","livestockfarming",1
"443","2011","livestockproduction",1
"444","2011","localinstitutions",1
"445","2011","lowarsenicricevarieties",1
"446","2011","maineffectandmultiplicativeinteraction(ammi)",1
"447","2011","marginalization",1
"448","2011","marketing",1
"449","2011","markets",1
"450","2011","mathematicalanalysis",1
"451","2011","meghalya",1
"452","2011","metabolomics",1
"453","2011","meteorology",1
"454","2011","mobility",1
"455","2011","mountainenvironment",1
"456","2011","mymensingh",1
"457","2011","myrica",1
"458","2011","myricaceae",1
"459","2011","nongovernmentalorganization",1
"460","2011","nonhuman",1
"461","2011","nucleotidediversity",1
"462","2011","numericalmodel",1
"463","2011","nutrientrecycling",1
"464","2011","omics",1
"465","2011","optimization",1
"466","2011","organicagriculture",1
"467","2011","organicfarming",1
"468","2011","participatorybreeding",1
"469","2011","perennialplant",1
"470","2011","ph",1
"471","2011","piperbetel",1
"472","2011","pisumsativum",1
"473","2011","pixel",1
"474","2011","plantdiversity",1
"475","2011","plantgrowth",1
"476","2011","plantregeneration",1
"477","2011","plantseed",1
"478","2011","policymaking",1
"479","2011","politicalconflict",1
"480","2011","populationpressure",1
"481","2011","power",1
"482","2011","powerrelations",1
"483","2011","precipitationintensity",1
"484","2011","principalcomponentanalysis",1
"485","2011","priorityjournal",1
"486","2011","production",1
"487","2011","productivity",1
"488","2011","profitability",1
"489","2011","projectofgrainforgreen",1
"490","2011","protectedarea",1
"491","2011","proteomics",1
"492","2011","psychologicalaspect",1
"493","2011","psychology",1
"494","2011","qualitativeanalysis",1
"495","2011","quantitativeanalysis",1
"496","2011","rainfedagriculture",1
"497","2011","rangeland",1
"498","2011","rangelandpolicy",1
"499","2011","recombination",1
"500","2011","regenerationstatus",1
"501","2011","regressionanalysis",1
"502","2011","researchwork",1
"503","2011","restorationecology",1
"504","2011","ricegrainarsenic",1
"505","2011","ruralhealth",1
"506","2011","ruralpopulation",1
"507","2011","sapling",1
"508","2011","seeding",1
"509","2011","seedsystems",1
"510","2011","shannon-weaverindex",1
"511","2011","silkworm",1
"512","2011","simpsonindex",1
"513","2011","socialchange",1
"514","2011","socioeconomicchange",1
"515","2011","soilerosion",1
"516","2011","spatiotemporalanalysis",1
"517","2011","speciesextinction",1
"518","2011","staterole",1
"519","2011","statisticaldata",1
"520","2011","subtropicalforest",1
"521","2011","swietenia",1
"522","2011","tectonagrandis",1
"523","2011","temperatureeffect",1
"524","2011","tibet",1
"525","2011","tillage",1
"526","2011","timber",1
"527","2011","traceelement",1
"528","2011","traditionalagriculturalpractices",1
"529","2011","transcriptomics",1
"530","2011","transgenic",1
"531","2011","treeshexapoda",1
"532","2011","vegetationcover",1
"533","2011","vegetationdynamics",1
"534","2011","vegetationremotesensing",1
"535","2011","verticalintegration",1
"536","2011","vigna",1
"537","2011","vulnerability",1
"538","2011","wastemanagement",1
"539","2011","wood",1
"540","2011","xizang",1
"541","2012","",12
"542","2012","china",9
"543","2012","zeamays",5
"544","2012","agriculturalecosystem",4
"545","2012","agriculture",4
"546","2012","cropyield",4
"547","2012","oryzasativa",4
"548","2012","sustainability",4
"549","2012","yunnan",4
"550","2012","agriculturalland",3
"551","2012","biodiversity",3
"552","2012","biologicalcontrol",3
"553","2012","climatechange",3
"554","2012","conservation",3
"555","2012","decisionmaking",3
"556","2012","landuse",3
"557","2012","nepal",3
"558","2012","rice",3
"559","2012","adaptation",2
"560","2012","agriculturalbiodiversity",2
"561","2012","agriculturalintensification",2
"562","2012","agrobiodiversity",2
"563","2012","alternativeagriculture",2
"564","2012","animalia",2
"565","2012","arableland",2
"566","2012","arsenic",2
"567","2012","article",2
"568","2012","bangladesh",2
"569","2012","bharcommunity",2
"570","2012","biogas",2
"571","2012","cashcrop",2
"572","2012","communitystructure",2
"573","2012","conservationmanagement",2
"574","2012","cost-benefitanalysis",2
"575","2012","cropproduction",2
"576","2012","economics",2
"577","2012","efficiency",2
"578","2012","egg",2
"579","2012","environmentalchange",2
"580","2012","environmentaldegradation",2
"581","2012","fertilizerapplication",2
"582","2012","foodsecurity",2
"583","2012","genderroles",2
"584","2012","glycinemax",2
"585","2012","habitatconservation",2
"586","2012","hedgerowintercropping",2
"587","2012","helicoverpaarmigera",2
"588","2012","hexapoda",2
"589","2012","human",2
"590","2012","humans",2
"591","2012","india",2
"592","2012","intercropping",2
"593","2012","irrigation",2
"594","2012","landevaluation",2
"595","2012","laodelphaxstriatellus",2
"596","2012","maize",2
"597","2012","management",2
"598","2012","mid-hillregion",2
"599","2012","minimumtillage",2
"600","2012","naturalenemy",2
"601","2012","neimonggol",2
"602","2012","nilaparvatalugens",2
"603","2012","optimization",2
"604","2012","oryzarufipogon",2
"605","2012","populationdynamics",2
"606","2012","riceterraces",2
"607","2012","ruraldevelopment",2
"608","2012","sacredforests",2
"609","2012","sogatellafurcifera",2
"610","2012","soilerosion",2
"611","2012","soilfertility",2
"612","2012","soybean",2
"613","2012","speciesdiversity",2
"614","2012","sustainableagriculture",2
"615","2012","sustainabledevelopment",2
"616","2012","technologicalchange",2
"617","2012","tinni",2
"618","2012","tourism",2
"619","2012","traditionalecologicalknowledge",2
"620","2012","yieldresponse",2
"621","2012","abundance",1
"622","2012","adaptivemanagement",1
"623","2012","agri-environmentalpolicy",1
"624","2012","agriculturaleconomics",1
"625","2012","agriculturallandscape",1
"626","2012","agriculturallandscapes",1
"627","2012","agriculturalmachinery",1
"628","2012","agriculturalproduction",1
"629","2012","agriculturalresearch",1
"630","2012","agriculturalsustainability",1
"631","2012","agriculturaltechnology",1
"632","2012","agro-ecosystemproductivity",1
"633","2012","agroecosystem",1
"634","2012","agroforestry",1
"635","2012","agrotourism",1
"636","2012","animal",1
"637","2012","animalfeed",1
"638","2012","animalfood",1
"639","2012","animalhusbandry",1
"640","2012","animals",1
"641","2012","anthropogenicactivity",1
"642","2012","anthropogeniceffect",1
"643","2012","aquaculture",1
"644","2012","aquilariamalaccensis",1
"645","2012","araneae",1
"646","2012","archaeorrhyncha",1
"647","2012","aroma",1
"648","2012","arsenicpoisoning",1
"649","2012","arthropoda",1
"650","2012","assam",1
"651","2012","aves",1
"652","2012","awareness",1
"653","2012","badh2",1
"654","2012","bamboofloweringandrat-famine",1
"655","2012","basidiomycota",1
"656","2012","betavulgarissubsp.vulgaris",1
"657","2012","biofertilizer",1
"658","2012","biogasagriculture",1
"659","2012","biogasenergy",1
"660","2012","biogasfertilizer",1
"661","2012","biogasproduction",1
"662","2012","biophysicalmodel",1
"663","2012","biophysics",1
"664","2012","bos",1
"665","2012","brassicaoleracea",1
"666","2012","brassicarapa",1
"667","2012","caprahircus",1
"668","2012","carbondioxide",1
"669","2012","chemistry",1
"670","2012","chillconservation",1
"671","2012","chongqing",1
"672","2012","civilsocietyorganization",1
"673","2012","classification",1
"674","2012","classification(ofinformation)",1
"675","2012","climaticfluctuations",1
"676","2012","climaticyield",1
"677","2012","cluster",1
"678","2012","clusteranalysis",1
"679","2012","commercialspecies",1
"680","2012","commodity",1
"681","2012","communitybiodiversitymanagement",1
"682","2012","conservationbiology",1
"683","2012","conservationgenetics",1
"684","2012","conservationofnaturalresources",1
"685","2012","conservationtechnologies",1
"686","2012","consolidation",1
"687","2012","conventionalsystems",1
"688","2012","correlation",1
"689","2012","costeffectiveness",1
"690","2012","cotton",1
"691","2012","cowpea",1
"692","2012","cropdiversity",1
"693","2012","croppingpractice",1
"694","2012","croppingsystem",1
"695","2012","croppingsystems",1
"696","2012","cultivatedlands",1
"697","2012","cultivation",1
"698","2012","culturalcharacteristics",1
"699","2012","culturalfactor",1
"700","2012","culturaltourism",1
"701","2012","currentstatus",1
"702","2012","degradation",1
"703","2012","developingcountries",1
"704","2012","dicotyledon",1
"705","2012","distributioncharacteristics",1
"706","2012","diversityindex",1
"707","2012","dongsheng",1
"708","2012","drinking-water",1
"709","2012","ecologicalbenefits",1
"710","2012","ecologicalintensification",1
"711","2012","ecology",1
"712","2012","economicanalysis",1
"713","2012","economicandenvironmentalperformance",1
"714","2012","economicbenefits",1
"715","2012","economicimpact",1
"716","2012","economicincentive",1
"717","2012","economicloss",1
"718","2012","economicperspective",1
"719","2012","economicreturns",1
"720","2012","economicviability",1
"721","2012","ecosystem",1
"722","2012","ecosystemmanagement",1
"723","2012","ecosystemresilience",1
"724","2012","ecosystemservice",1
"725","2012","ecotone",1
"726","2012","ecotourism",1
"727","2012","eggs",1
"728","2012","emergysynthesis",1
"729","2012","emissioncontrol",1
"730","2012","emissionmitigation",1
"731","2012","emissionsmitigation",1
"732","2012","endangeredspecies",1
"733","2012","energycrisis",1
"734","2012","energyefficiency",1
"735","2012","energypolicy",1
"736","2012","energyutilization",1
"737","2012","environmentalexploitation",1
"738","2012","environmentalloads",1
"739","2012","environmentalmanagement",1
"740","2012","erosion",1
"741","2012","excreta",1
"742","2012","farmersknowledge",1
"743","2012","farmingsystem",1
"744","2012","farmsize",1
"745","2012","farmtechnology",1
"746","2012","feces",1
"747","2012","feed",1
"748","2012","female",1
"749","2012","fertilizer",1
"750","2012","floristics",1
"751","2012","foodandlivelihoodsecurity",1
"752","2012","foodcontamination",1
"753","2012","foodindustry",1
"754","2012","foodsupply",1
"755","2012","forest",1
"756","2012","forestry",1
"757","2012","futureoptions",1
"758","2012","genderrole",1
"759","2012","geneflow",1
"760","2012","generationtime",1
"761","2012","geneticdiversity",1
"762","2012","geneticresources",1
"763","2012","geneticvariation",1
"764","2012","geography",1
"765","2012","geologicmodels",1
"766","2012","geomorphichazards",1
"767","2012","glaciallake",1
"768","2012","glacier",1
"769","2012","glacierfluctuations",1
"770","2012","globalchange",1
"771","2012","gossypiumhirsutum",1
"772","2012","grainquality",1
"773","2012","grass",1
"774","2012","greenmanure",1
"775","2012","growingseason",1
"776","2012","guangxi",1
"777","2012","hedgerow",1
"778","2012","heliothis",1
"779","2012","highcosts",1
"780","2012","highenergy",1
"781","2012","highrate",1
"782","2012","hightemperature",1
"783","2012","hillslope",1
"784","2012","himalaya",1
"785","2012","himalayanregion",1
"786","2012","himalayas",1
"787","2012","historicalperspective",1
"788","2012","homegarden",1
"789","2012","homegardenmacrostructure",1
"790","2012","host-parasitoidinteraction",1
"791","2012","householdsurvey",1
"792","2012","humancapital",1
"793","2012","humanitarianaid",1
"794","2012","hydrologicalhazards",1
"795","2012","inbreeding",1
"796","2012","indigenouspeople",1
"797","2012","innovation",1
"798","2012","inorganiccultivation",1
"799","2012","insituconservation",1
"800","2012","institutionalinnovation",1
"801","2012","integratedpestmanagement",1
"802","2012","intensiveagriculture",1
"803","2012","intercrop",1
"804","2012","investments",1
"805","2012","ipomoeabatatas",1
"806","2012","jorhat",1
"807","2012","lactuca",1
"808","2012","lactucasativa",1
"809","2012","landforms",1
"810","2012","landraces",1
"811","2012","landscape",1
"812","2012","landutilization",1
"813","2012","layinghen",1
"814","2012","leafyvegetable",1
"815","2012","lepidoptera",1
"816","2012","losses",1
"817","2012","lowaltitudes",1
"818","2012","lowtemperature",1
"819","2012","lycopersiconesculentum",1
"820","2012","maintenance",1
"821","2012","maizefield",1
"822","2012","managementpractice",1
"823","2012","marketconditions",1
"824","2012","mautam",1
"825","2012","micraspis",1
"826","2012","mongolia",1
"827","2012","monoculture",1
"828","2012","monoeciousgourd",1
"829","2012","monsoonrains",1
"830","2012","moth",1
"831","2012","multicenterstudy",1
"832","2012","multipleecosystemservices",1
"833","2012","nationallevel",1
"834","2012","naturalenemies",1
"835","2012","nesaving",1
"836","2012","newhorizons",1
"837","2012","noctuidae",1
"838","2012","nongovernmentalorganization",1
"839","2012","on-farmmanagement",1
"840","2012","orchard",1
"841","2012","organiccultivation",1
"842","2012","paddyfield",1
"843","2012","panicummiliaceum",1
"844","2012","participatoryresearch",1
"845","2012","pestcontrol",1
"846","2012","pestspecies",1
"847","2012","phenotype",1
"848","2012","physiological",1
"849","2012","planning",1
"850","2012","plantgeneticresourcesforfoodandagriculture",1
"851","2012","plantgrowth",1
"852","2012","planthopper",1
"853","2012","poaceae",1
"854","2012","policymaking",1
"855","2012","policyscenario",1
"856","2012","polyculture",1
"857","2012","populationoutbreak",1
"858","2012","populationstructure",1
"859","2012","post-crophabitat",1
"860","2012","potato",1
"861","2012","poultry",1
"862","2012","precipitation(climatology)",1
"863","2012","principalcomponentanalysis",1
"864","2012","qualityimprovement",1
"865","2012","rain",1
"866","2012","rapiddevelopment",1
"867","2012","rarespecies",1
"868","2012","redlist",1
"869","2012","regionalplanning",1
"870","2012","renewableresource",1
"871","2012","researchwork",1
"872","2012","residuemanagement",1
"873","2012","ruraltourism",1
"874","2012","savethechildren",1
"875","2012","scuafmodel",1
"876","2012","sequenceanalysis",1
"877","2012","sesbania",1
"878","2012","sexfactors",1
"879","2012","shannon-wienerdiversityindex",1
"880","2012","shanxi",1
"881","2012","sichuan",1
"882","2012","sichuanbasin",1
"883","2012","slopeangle",1
"884","2012","social-ecologicaldomain",1
"885","2012","socialchange",1
"886","2012","socialclass",1
"887","2012","socialenvironment",1
"888","2012","socialmarketing",1
"889","2012","societiesandinstitutions",1
"890","2012","socioeconomicfactors",1
"891","2012","socioeconomicimpact",1
"892","2012","soilchanges",1
"893","2012","soilconservation",1
"894","2012","soildegradation",1
"895","2012","soilecosystem",1
"896","2012","soils",1
"897","2012","solanumtuberosum",1
"898","2012","southchina",1
"899","2012","spacearrangement",1
"900","2012","specieshabitat",1
"901","2012","speciesrichness",1
"902","2012","steepslope",1
"903","2012","stratification",1
"904","2012","supermarkets",1
"905","2012","supplychains",1
"906","2012","sustainableproduction",1
"907","2012","synthesis(chemical)",1
"908","2012","tea",1
"909","2012","technologicaldevelopment",1
"910","2012","technologicalrevolution",1
"911","2012","technology",1
"912","2012","technologyadoption",1
"913","2012","ternaryalloys",1
"914","2012","ternarydiagram",1
"915","2012","ternarydiagrams",1
"916","2012","thefarming-pastoralecotone",1
"917","2012","tibetplateau",1
"918","2012","traditionalagrodiversity",1
"919","2012","traditionalknowledge",1
"920","2012","trait-basedapproaches",1
"921","2012","transformity",1
"922","2012","transgenicplant",1
"923","2012","trap(equipment)",1
"924","2012","triticumaestivum",1
"925","2012","uttarpradesh",1
"926","2012","varietas",1
"927","2012","verticalcoordination",1
"928","2012","watersupply",1
"929","2012","wateruptake",1
"930","2012","wateruseefficiency",1
"931","2012","weather",1
"932","2012","weed",1
"933","2012","westernchina",1
"934","2012","westernregion",1
"935","2012","westernregionofchina",1
"936","2012","wheat",1
"937","2012","wholesalers",1
"938","2012","women",1
"939","2012","xinkaibasin",1
"940","2012","yangziriver",1
"941","2012","yield",1
"942","2012","zerotillage",1
"943","2012","zhungeer",1
"944","2013","",8
"945","2013","china",8
"946","2013","biodiversity",6
"947","2013","india",6
"948","2013","agroforestry",4
"949","2013","farmingsystem",3
"950","2013","foodsecurity",3
"951","2013","fruit",3
"952","2013","nitrogen",3
"953","2013","phosphorus",3
"954","2013","soilfertility",3
"955","2013","speciesdiversity",3
"956","2013","sustainability",3
"957","2013","aged",2
"958","2013","agriculturalecosystem",2
"959","2013","agriculturalland",2
"960","2013","agriculturalmanagement",2
"961","2013","article",2
