"","word","freq"
"""bacteria"",","""bacteria"",",5
"""biologicalcontrol"",","""biologicalcontrol"",",5
"""brassicanapus"",","""brassicanapus"",",5
"""child"",","""child"",",5
"""commerce"",","""commerce"",",5
"""comparativestudy"",","""comparativestudy"",",5
"""conservationagriculture"",","""conservationagriculture"",",5
"""cost-benefitanalysis"",","""cost-benefitanalysis"",",5
"""cropresidue"",","""cropresidue"",",5
"""developingcountries"",","""developingcountries"",",5
"""diversity"",","""diversity"",",5
"""ecologicalagriculture"",","""ecologicalagriculture"",",5
"""empiricalanalysis"",","""empiricalanalysis"",",5
"""environmentalfactor"",","""environmentalfactor"",",5
"""ethnicgroup"",","""ethnicgroup"",",5
"""fabaceae"",","""fabaceae"",",5
"""farmersattitude"",","""farmersattitude"",",5
"""fish"",","""fish"",",5
"""foodavailability"",","""foodavailability"",",5
"""fruits"",","""fruits"",",5
"""genetic"",","""genetic"",",5
"""greenrevolution"",","""greenrevolution"",",5
"""harvesting"",","""harvesting"",",5
"""household"",","""household"",",5
"""hplc"",","""hplc"",",5
"""income"",","""income"",",5
"""introgression"",","""introgression"",",5
"""landuseplanning"",","""landuseplanning"",",5
"""malnutrition"",","""malnutrition"",",5
"""metabolism"",","""metabolism"",",5
"""numericalmodel"",","""numericalmodel"",",5
"""oryzasativa"",","""oryzasativa"",",5
"""physiology"",","""physiology"",",5
"""publicpolicy"",","""publicpolicy"",",5
"""questionnairesurvey"",","""questionnairesurvey"",",5
"""resilience"",","""resilience"",",5
"""socialcapital"",","""socialcapital"",",5
"""socioeconomics"",","""socioeconomics"",",5
"""soilfertility"",","""soilfertility"",",5
"""soilmoisture"",","""soilmoisture"",",5
"""spatialdistribution"",","""spatialdistribution"",",5
"""surveys"",","""surveys"",",5
"""systemproductivity"",","""systemproductivity"",",5
"""technicalefficiency"",","""technicalefficiency"",",5
"""vegetables"",","""vegetables"",",5
"""yield"",","""yield"",",5
"""afghanistan"",","""afghanistan"",",4
"""agriculturaleconomics"",","""agriculturaleconomics"",",4
"""agriculturallabor"",","""agriculturallabor"",",4
"""agriculturalproductions"",","""agriculturalproductions"",",4
"""agriculturalresearch"",","""agriculturalresearch"",",4
"""allele"",","""allele"",",4
"""altitude"",","""altitude"",",4
"""ayeyarwady"",","""ayeyarwady"",",4
"""barley"",","""barley"",",4
"""biochar"",","""biochar"",",4
"""biocontrol"",","""biocontrol"",",4
"""breeding"",","""breeding"",",4
"""cereals"",","""cereals"",",4
"""certification"",","""certification"",",4
"""climatechangeadaptation"",","""climatechangeadaptation"",",4
"""clusteranalysis"",","""clusteranalysis"",",4
"""controlledstudy"",","""controlledstudy"",",4
"""croprotation"",","""croprotation"",",4
"""cultivar"",","""cultivar"",",4
"""deeplearning"",","""deeplearning"",",4
"""demandanalysis"",","""demandanalysis"",",4
"""diet"",","""diet"",",4
"""economicandsocialeffects"",","""economicandsocialeffects"",",4
"""education"",","""education"",",4
"""energy"",","""energy"",",4
"""environmentalpolicy"",","""environmentalpolicy"",",4
"""enzymeactivity"",","""enzymeactivity"",",4
"""familycharacteristics"",","""familycharacteristics"",",4
"""familysize"",","""familysize"",",4
"""farmersknowledge"",","""farmersknowledge"",",4
"""fieldmethod"",","""fieldmethod"",",4
"""food"",","""food"",",4
"""foodpolicy"",","""foodpolicy"",",4
"""forest"",","""forest"",",4
"""forests"",","""forests"",",4
"""fungi"",","""fungi"",",4
"""geneticanalysis"",","""geneticanalysis"",",4
"""geneticmarker"",","""geneticmarker"",",4
"""geneticresource"",","""geneticresource"",",4
"""geneticstructure"",","""geneticstructure"",",4
"""geneticvariability"",","""geneticvariability"",",4
"""genomics"",","""genomics"",",4
"""germplasm"",","""germplasm"",",4
"""governance"",","""governance"",",4
"""homegarden"",","""homegarden"",",4
"""humanexperiment"",","""humanexperiment"",",4
"""insecticide"",","""insecticide"",",4
"""integratedapproach"",","""integratedapproach"",",4
"""integratedfarmingsystems"",","""integratedfarmingsystems"",",4
"""integratedpestmanagement"",","""integratedpestmanagement"",",4
"""investments"",","""investments"",",4
"""juglanssigillata"",","""juglanssigillata"",",4
"""landabandonment"",","""landabandonment"",",4
"""landmanagement"",","""landmanagement"",",4
"""landownership"",","""landownership"",",4
"""landrace"",","""landrace"",",4
"""landreform"",","""landreform"",",4
"""malusxdomestica"",","""malusxdomestica"",",4
"""marketing"",","""marketing"",",4
"""microsatellites"",","""microsatellites"",",4
"""milk"",","""milk"",",4
"""millets"",","""millets"",",4
"""monoculture"",","""monoculture"",",4
"""naturalresource"",","""naturalresource"",",4
"""northeastindia"",","""northeastindia"",",4
"""nutrientdynamics"",","""nutrientdynamics"",",4
"""nutrients"",","""nutrients"",",4
"""oryza"",","""oryza"",",4
"""phylogeography"",","""phylogeography"",",4
"""plantgenome"",","""plantgenome"",",4
"""plants"",","""plants"",",4
"""polymorphism"",","""polymorphism"",",4
"""principalcomponentanalysis"",","""principalcomponentanalysis"",",4
"""publichealth"",","""publichealth"",",4
"""rubberplantations"",","""rubberplantations"",",4
"""ruraleconomy"",","""ruraleconomy"",",4
"""seasonalvariation"",","""seasonalvariation"",",4
"""socioeconomicconditions"",","""socioeconomicconditions"",",4
"""socioeconomicfactors"",","""socioeconomicfactors"",",4
"""soilproperty"",","""soilproperty"",",4
"""soybean"",","""soybean"",",4
"""strategicapproach"",","""strategicapproach"",",4
"""thailand"",","""thailand"",",4
"""tourism"",","""tourism"",",4
"""uplandregion"",","""uplandregion"",",4
"""urbanization"",","""urbanization"",",4
"""wateruseefficiency"",","""wateruseefficiency"",",4
"""womensstatus"",","""womensstatus"",",4
"""xishuangbanna"",","""xishuangbanna"",",4
"""abandonedland"",","""abandonedland"",",3
"""accessibility"",","""accessibility"",",3
"""aged"",","""aged"",",3
"""agriculturalmachinery"",","""agriculturalmachinery"",",3
"""agriculturalmarket"",","""agriculturalmarket"",",3
"""agriculturalsoil"",","""agriculturalsoil"",",3
"""agriculturaltechnology"",","""agriculturaltechnology"",",3
"""agro-ecosystems"",","""agro-ecosystems"",",3
"""agroecology"",","""agroecology"",",3
"""analytichierarchyprocess(ahp)"",","""analytichierarchyprocess(ahp)"",",3
"""artificialintelligence"",","""artificialintelligence"",",3
"""arunachalpradesh"",","""arunachalpradesh"",",3
"""asiancountries"",","""asiancountries"",",3
"""bacteria(microorganisms)"",","""bacteria(microorganisms)"",",3
"""bagrotvalley"",","""bagrotvalley"",",3
"""belowgroundbiomass"",","""belowgroundbiomass"",",3
"""bestmanagementpractice"",","""bestmanagementpractice"",",3
"""bhutan"",","""bhutan"",",3
"""biochemistry"",","""biochemistry"",",3
"""blackgram"",","""blackgram"",",3
"""brassicarapa"",","""brassicarapa"",",3
"""catchment"",","""catchment"",",3
"""chenopodiumquinoa"",","""chenopodiumquinoa"",",3
"""chlorophyll"",","""chlorophyll"",",3
"""climateeffect"",","""climateeffect"",",3
"""coffee"",","""coffee"",",3
"""competition"",","""competition"",",3
"""concentration(composition)"",","""concentration(composition)"",",3
"""conceptualframework"",","""conceptualframework"",",3
"""conservationstatus"",","""conservationstatus"",",3
"""cropimprovement"",","""cropimprovement"",",3
"""croppingsystem"",","""croppingsystem"",",3
"""cropproductivity"",","""cropproductivity"",",3
"""cropsystem"",","""cropsystem"",",3
"""dietarydiversity"",","""dietarydiversity"",",3
"""diseasediagnosis"",","""diseasediagnosis"",",3
"""droughtstress"",","""droughtstress"",",3
"""ecosystemresilience"",","""ecosystemresilience"",",3
"""ecotourism"",","""ecotourism"",",3
"""efficiency"",","""efficiency"",",3
"""elettariacardamomum"",","""elettariacardamomum"",",3
"""empowerment"",","""empowerment"",",3
"""environmentalimpact"",","""environmentalimpact"",",3
"""environmentalstress"",","""environmentalstress"",",3
"""ethnicgroups"",","""ethnicgroups"",",3
"""experimentalstudy"",","""experimentalstudy"",",3
"""fallow"",","""fallow"",",3
"""fertilizer"",","""fertilizer"",",3
"""floods"",","""floods"",",3
"""flue-curedtobacco"",","""flue-curedtobacco"",",3
"""foodconsumption"",","""foodconsumption"",",3
"""foodgrain"",","""foodgrain"",",3
"""foodindustry"",","""foodindustry"",",3
"""foodquality"",","""foodquality"",",3
"""forecasting"",","""forecasting"",",3
"""forestmanagement"",","""forestmanagement"",",3
"""gender"",","""gender"",",3
"""geneintrogression"",","""geneintrogression"",",3
"""genes"",","""genes"",",3
"""geneticresources"",","""geneticresources"",",3
"""geography"",","""geography"",",3
"""gilgit-baltistan"",","""gilgit-baltistan"",",3
"""gis"",","""gis"",",3
"""glycinemax"",","""glycinemax"",",3
"""government"",","""government"",",3
"""grainproduction"",","""grainproduction"",",3
"""greenhousegas"",","""greenhousegas"",",3
"""heterozygosity"",","""heterozygosity"",",3
"""heveabrasiliensis"",","""heveabrasiliensis"",",3
"""hexapoda"",","""hexapoda"",",3
"""householdincome"",","""householdincome"",",3
"""humanactivity"",","""humanactivity"",",3
"""hybridization"",","""hybridization"",",3
"""imageprocessing"",","""imageprocessing"",",3
"""indigenousknowledge"",","""indigenousknowledge"",",3
"""insecticides"",","""insecticides"",",3
"""integratedfarmingsystem"",","""integratedfarmingsystem"",",3
"""interaction"",","""interaction"",",3
"""investment"",","""investment"",",3
"""knowledge"",","""knowledge"",",3
"""lakes"",","""lakes"",",3
"""lensculinaris"",","""lensculinaris"",",3
"""literaturereview"",","""literaturereview"",",3
"""livelihoods"",","""livelihoods"",",3
"""localparticipation"",","""localparticipation"",",3
"""machinelearning"",","""machinelearning"",",3
"""mechanization"",","""mechanization"",",3
"""medicinalplant"",","""medicinalplant"",",3
"""methane"",","""methane"",",3
"""microsatellitedna"",","""microsatellitedna"",",3
"""microsatelliterepeats"",","""microsatelliterepeats"",",3
"""middleaged"",","""middleaged"",",3
"""migration"",","""migration"",",3
"""models"",","""models"",",3
"""modernization"",","""modernization"",",3
"""morphology"",","""morphology"",",3
"""nitrogen"",","""nitrogen"",",3
"""ownership"",","""ownership"",",3
"""participatoryapproach"",","""participatoryapproach"",",3
"""pestcontrol"",","""pestcontrol"",",3
"""phylogeny"",","""phylogeny"",",3
"""pisumsativum"",","""pisumsativum"",",3
"""plantation"",","""plantation"",",3
"""plantationforestry"",","""plantationforestry"",",3
"""plantgrowthpromotion"",","""plantgrowthpromotion"",",3
"""policyanalysis"",","""policyanalysis"",",3
"""policyimplementation"",","""policyimplementation"",",3
"""policymaking"",","""policymaking"",",3
"""population"",","""population"",",3
"""populationgenetics"",","""populationgenetics"",",3
"""populationstatistics"",","""populationstatistics"",",3
"""precisionagriculture"",","""precisionagriculture"",",3
"""profitability"",","""profitability"",",3
"""quantitativeanalysis"",","""quantitativeanalysis"",",3
"""rain"",","""rain"",",3
"""rainfedagriculture"",","""rainfedagriculture"",",3
"""rangeexpansion"",","""rangeexpansion"",",3
"""rhizobium"",","""rhizobium"",",3
"""rhizosphere"",","""rhizosphere"",",3
"""ruralareas"",","""ruralareas"",",3
"""salinity"",","""salinity"",",3
"""seedtreatment"",","""seedtreatment"",",3
"""sichuan"",","""sichuan"",",3
"""smallandmediumenterprises"",","""smallandmediumenterprises"",",3
"""socioeconomicimpact"",","""socioeconomicimpact"",",3
"""soildepth"",","""soildepth"",",3
"""soilhealth"",","""soilhealth"",",3
"""soilpollution"",","""soilpollution"",",3
"""southeastasia"",","""southeastasia"",",3
"""specialization"",","""specialization"",",3
"""speciesrichness"",","""speciesrichness"",",3
"""statisticalanalysis"",","""statisticalanalysis"",",3
"""suidae"",","""suidae"",",3
"""supplychainmanagement"",","""supplychainmanagement"",",3
"""susscrofa"",","""susscrofa"",",3
"""terraceagriculture"",","""terraceagriculture"",",3
"""timeseriesanalysis"",","""timeseriesanalysis"",",3
"""tourismdevelopment"",","""tourismdevelopment"",",3
"""traditionalmedicine"",","""traditionalmedicine"",",3
"""urbanarea"",","""urbanarea"",",3
"""virulence"",","""virulence"",",3
"""visualization"",","""visualization"",",3
"""walnut"",","""walnut"",",3
"""wirelesssensornetworks"",","""wirelesssensornetworks"",",3
"""454sequencing"",","""454sequencing"",",2
"""abovegroundbiomass"",","""abovegroundbiomass"",",2
"""academicresearch"",","""academicresearch"",",2
"""adaptivecapacity"",","""adaptivecapacity"",",2
"""aesthetics"",","""aesthetics"",",2
"""aggregation"",","""aggregation"",",2
"""agriculturalbiotechnology"",","""agriculturalbiotechnology"",",2
"""agriculturalextension"",","""agriculturalextension"",",2
"""agriculturalimplements"",","""agriculturalimplements"",",2
"""agriculturalmodeling"",","""agriculturalmodeling"",",2
"""agriculturalproducts"",","""agriculturalproducts"",",2
"""agriculturedevelopment"",","""agriculturedevelopment"",",2
"""agriculturesustainability"",","""agriculturesustainability"",",2
"""agrobiodiversityconservation"",","""agrobiodiversityconservation"",",2
"""agroecosystems"",","""agroecosystems"",",2
"""agronomicpractices"",","""agronomicpractices"",",2
"""allelopathy"",","""allelopathy"",",2
"""alluvialfarming"",","""alluvialfarming"",",2
"""alps"",","""alps"",",2
"""analysis"",","""analysis"",",2
"""analyticalhierarchyprocess"",","""analyticalhierarchyprocess"",",2
"""analytichierarchyprocess"",","""analytichierarchyprocess"",",2
"""anemia"",","""anemia"",",2
"""angiosperm"",","""angiosperm"",",2
"""animalhusbandry"",","""animalhusbandry"",",2
"""animalwelfare"",","""animalwelfare"",",2
"""antibiotics"",","""antibiotics"",",2
"""antioxidant"",","""antioxidant"",",2
"""antioxidants"",","""antioxidants"",",2
"""apparency"",","""apparency"",",2
"""apple"",","""apple"",",2
"""applicationprogress"",","""applicationprogress"",",2
"""aquaculture"",","""aquaculture"",",2
"""arid"",","""arid"",",2
"""arsenic"",","""arsenic"",",2
"""ascorbicacid"",","""ascorbicacid"",",2
"""assam"",","""assam"",",2
"""assessmentmethod"",","""assessmentmethod"",",2
"""asteraceae"",","""asteraceae"",",2
"""attitude"",","""attitude"",",2
"""azospirillum"",","""azospirillum"",",2
"""bacterium"",","""bacterium"",",2
"""bago"",","""bago"",",2
"""beekeeping"",","""beekeeping"",",2
"""bestmanagementpractices"",","""bestmanagementpractices"",",2
"""bihar"",","""bihar"",",2
"""bioaccumulation"",","""bioaccumulation"",",2
"""biochemicalcomposition"",","""biochemicalcomposition"",",2
"""biofertilizer"",","""biofertilizer"",",2
"""biogeochemicalcycle"",","""biogeochemicalcycle"",",2
"""biological"",","""biological"",",2
"""biologicalmaterials"",","""biologicalmaterials"",",2
"""biologicalmodel"",","""biologicalmodel"",",2
"""biomarkers"",","""biomarkers"",",2
"""biomassproduction"",","""biomassproduction"",",2
"""blockchain"",","""blockchain"",",2
"""bos"",","""bos"",",2
"""breedingapproaches"",","""breedingapproaches"",",2
"""burma"",","""burma"",",2
"""businessdevelopment"",","""businessdevelopment"",",2
"""businessfunctions"",","""businessfunctions"",",2
"""butterfly"",","""butterfly"",",2
"""cadmium"",","""cadmium"",",2
"""canola"",","""canola"",",2
"""capitalism"",","""capitalism"",",2
"""capitals"",","""capitals"",",2
"""carbondioxide"",","""carbondioxide"",",2
"""carbonemission"",","""carbonemission"",",2
"""carbonfootprint"",","""carbonfootprint"",",2
"""carbonmanagementindex"",","""carbonmanagementindex"",",2
"""carbonmanagementindices"",","""carbonmanagementindices"",",2
"""carbonstock"",","""carbonstock"",",2
"""carbonstocks"",","""carbonstocks"",",2
"""cashcrops"",","""cashcrops"",",2
"""cattle"",","""cattle"",",2
"""chakhesangtribe"",","""chakhesangtribe"",",2
"""chemistry"",","""chemistry"",",2
"""chengdu"",","""chengdu"",",2
"""chickpea"",","""chickpea"",",2
"""childnutrition"",","""childnutrition"",",2
"""chin"",","""chin"",",2
"""chloroplast"",","""chloroplast"",",2
"""choiceexperiment"",","""choiceexperiment"",",2
"""classification(ofinformation)"",","""classification(ofinformation)"",",2
"""climate"",","""climate"",",2
"""climateconditions"",","""climateconditions"",",2
"""collectiveaction"",","""collectiveaction"",",2
"""commercialization"",","""commercialization"",",2
"""commercialphenomena"",","""commercialphenomena"",",2
"""commonwalnut"",","""commonwalnut"",",2
"""communitycomposition"",","""communitycomposition"",",2
"""competitiveadvantage"",","""competitiveadvantage"",",2
"""composting"",","""composting"",",2
"""conductionpaths"",","""conductionpaths"",",2
"""conservationmanagement"",","""conservationmanagement"",",2
"""consumptionbehavior"",","""consumptionbehavior"",",2
"""content-based"",","""content-based"",",2
"""convolutionalneuralnetwork"",","""convolutionalneuralnetwork"",",2
"""cooperativesector"",","""cooperativesector"",",2
"""correlation"",","""correlation"",",2
"""costs"",","""costs"",",2
"""cotton"",","""cotton"",",2
"""cropdamage"",","""cropdamage"",",2
"""cropdiversification"",","""cropdiversification"",",2
"""cropmanagement"",","""cropmanagement"",",2
"""croppingregimes"",","""croppingregimes"",",2
"""culture"",","""culture"",",2
"""cydiapomonella"",","""cydiapomonella"",",2
"""dataanalytics"",","""dataanalytics"",",2
"""dataenvelopmentanalysis"",","""dataenvelopmentanalysis"",",2
"""deforestation"",","""deforestation"",",2
"""dehydrogenaseactivity"",","""dehydrogenaseactivity"",",2
"""development"",","""development"",",2
"""diagnosis"",","""diagnosis"",",2
"""dicotyledon"",","""dicotyledon"",",2
"""dietaryintake"",","""dietaryintake"",",2
"""dioscoreaalata"",","""dioscoreaalata"",",2
"""disease"",","""disease"",",2
"""diseaseincidence"",","""diseaseincidence"",",2
"""diversification"",","""diversification"",",2
"""doublecropping"",","""doublecropping"",",2
"""drylandagriculture"",","""drylandagriculture"",",2
"""dynamics"",","""dynamics"",",2
"""easternhimalaya"",","""easternhimalaya"",",2
"""economicconditions"",","""economicconditions"",",2
"""economicgrowth"",","""economicgrowth"",",2
"""economicpolicy"",","""economicpolicy"",",2
"""ecosystemfunction"",","""ecosystemfunction"",",2
"""edible"",","""edible"",",2
"""ediblegrain"",","""ediblegrain"",",2
"""edibleplant"",","""edibleplant"",",2
"""emergyevaluation"",","""emergyevaluation"",",2
"""endophyticbacteria"",","""endophyticbacteria"",",2
"""endophyticmicrobes"",","""endophyticmicrobes"",",2
"""energybudget"",","""energybudget"",",2
"""entrepreneur"",","""entrepreneur"",",2
"""entropy"",","""entropy"",",2
"""environmentalassessment"",","""environmentalassessment"",",2
"""environmentalawareness"",","""environmentalawareness"",",2
"""environmentalmanagement"",","""environmentalmanagement"",",2
"""environmentalplanning"",","""environmentalplanning"",",2
"""environmentalpollution"",","""environmentalpollution"",",2
"""enzyme"",","""enzyme"",",2
"""erosion"",","""erosion"",",2
"""essentialoil"",","""essentialoil"",",2
"""est-ssr"",","""est-ssr"",",2
"""ethnicity"",","""ethnicity"",",2
"""ethnicminority"",","""ethnicminority"",",2
"""ethnography"",","""ethnography"",",2
"""eurasia"",","""eurasia"",",2
"""evaluationindexsystem"",","""evaluationindexsystem"",",2
"""expenditure"",","""expenditure"",",2
"""expertsystem"",","""expertsystem"",",2
"""expertsystems"",","""expertsystems"",",2
"""extension"",","""extension"",",2
"""extremeevent"",","""extremeevent"",",2
"""fagopyrumesculentum"",","""fagopyrumesculentum"",",2
"""fagopyrumtataricum"",","""fagopyrumtataricum"",",2
"""farming"",","""farming"",",2
"""farmingsystems"",","""farmingsystems"",",2
"""farmlandloss"",","""farmlandloss"",",2
"""farmsize"",","""farmsize"",",2
"""fasterrcnn"",","""fasterrcnn"",",2
"""feeding"",","""feeding"",",2
"""feministpoliticalecology"",","""feministpoliticalecology"",",2
"""fertiliser"",","""fertiliser"",",2
"""fluoride"",","""fluoride"",",2
"""foodaid"",","""foodaid"",",2
"""foodintake"",","""foodintake"",",2
"""foodmarket"",","""foodmarket"",",2
"""foodsovereignty"",","""foodsovereignty"",",2
"""forestplantation"",","""forestplantation"",",2
"""fruit"",","""fruit"",",2
"""fuelwood"",","""fuelwood"",",2
"""functionaldiversity"",","""functionaldiversity"",",2
"""fungaldisease"",","""fungaldisease"",",2
"""fungus"",","""fungus"",",2
"""fuzzylogic"",","""fuzzylogic"",",2
"""gammarays"",","""gammarays"",",2
"""gansu"",","""gansu"",",2
"""gapsandconstraints"",","""gapsandconstraints"",",2
"""gardening"",","""gardening"",",2
"""gardens"",","""gardens"",",2
"""geneediting"",","""geneediting"",",2
"""geneflow"",","""geneflow"",",2
"""geneticselection"",","""geneticselection"",",2
"""genomicresources"",","""genomicresources"",",2
"""genotypingtechnique"",","""genotypingtechnique"",",2
"""genotypingtechniques"",","""genotypingtechniques"",",2
"""geographicinformationsystems"",","""geographicinformationsystems"",",2
"""geometridae"",","""geometridae"",",2
"""germination"",","""germination"",",2
"""germplasmresource"",","""germplasmresource"",",2
"""globalization"",","""globalization"",",2
"""globallyimportantagriculturalheritagesystems(giahs)"",","""globallyimportantagriculturalheritagesystems(giahs)"",",2
"""globalwarming"",","""globalwarming"",",2
"""gossypiumhirsutum"",","""gossypiumhirsutum"",",2
"""grainyield"",","""grainyield"",",2
"""grassland"",","""grassland"",",2
"""greenhousegases"",","""greenhousegases"",",2
"""greenproduction"",","""greenproduction"",",2
"""groundwaterdepletion"",","""groundwaterdepletion"",",2
"""growthdisorder"",","""growthdisorder"",",2
"""growthdisorders"",","""growthdisorders"",",2
"""growthrate"",","""growthrate"",",2
"""h2o2"",","""h2o2"",",2
"""habitatfragmentation"",","""habitatfragmentation"",",2
"""habitatrestoration"",","""habitatrestoration"",",2
